feature,value,0,1,2,3,4
attn_1_0_outputs,0,2.0348678,-1.2148954,-0.88260573,0.072366394,0.8086225
attn_1_0_outputs,1,-1.2006625,0.116209,-0.0810096,0.38852194,0.95987433
attn_1_0_outputs,2,-0.14999832,0.9288459,1.3716835,1.1660155,-1.7833197
attn_1_0_outputs,3,-2.7026277,-1.178805,-1.0291067,1.0259144,1.4074742
attn_1_0_outputs,4,-4.517803,-1.8277934,-1.0758657,0.06511916,2.5772486
attn_1_0_outputs,</s>,-0.9347721,-0.8367545,-0.77415204,-0.26920766,1.24447
attn_1_0_outputs,<pad>,-0.04765274,-0.13257939,0.18410715,0.88693845,0.29562962
attn_1_0_outputs,<s>,-2.463801,0.061894733,-0.032191936,0.4246904,0.90985197
attn_1_1_outputs,0,2.2647228,-1.0525606,0.11064329,-0.4824749,-2.2326334
attn_1_1_outputs,1,-1.016662,2.9539187,1.0269936,-1.7816477,-2.2167149
attn_1_1_outputs,2,0.19277221,1.0981342,1.3715613,0.008356502,-0.45385465
attn_1_1_outputs,3,-0.21926539,-0.4179502,1.2211832,3.2872894,-2.8288746
attn_1_1_outputs,4,-4.9702883,-4.228738,-1.920627,0.4357961,6.435965
attn_1_1_outputs,</s>,-2.873453,-4.4431806,-1.4632183,0.603075,5.768971
attn_1_1_outputs,<pad>,-0.25213683,0.016516566,0.26208618,-0.27179545,-0.22851557
attn_1_1_outputs,<s>,-1.7156378,-0.26994628,-0.20035094,0.42288014,1.1078966
attn_1_2_outputs,0,2.66944,-0.45978594,0.24579379,0.6636476,-2.0367975
attn_1_2_outputs,1,-1.3979408,2.155738,0.6993282,-0.12806043,-1.3829575
attn_1_2_outputs,2,-0.5397533,0.3294003,1.0066247,0.8717879,-0.453143
attn_1_2_outputs,3,-0.79578793,-0.5700265,1.0958053,3.8531687,-2.876995
attn_1_2_outputs,4,-4.6522145,-4.2854285,-2.4250696,0.3245887,5.7784514
attn_1_2_outputs,</s>,-1.2333149,-0.8423292,-0.6918403,0.26540172,1.3943026
attn_1_2_outputs,<pad>,0.14982238,0.35288456,-0.88604194,-0.06601087,-0.15605317
attn_1_2_outputs,<s>,-0.6495551,-2.0333426,-1.4724616,-0.4954959,2.3913198
attn_1_3_outputs,0,1.0067343,-0.6924186,-0.22267842,0.0022108958,-0.34514758
attn_1_3_outputs,1,-1.1532832,1.2752177,0.4407405,-0.2488312,-0.34415925
attn_1_3_outputs,2,0.43818164,0.1435282,0.32248864,0.17158462,-0.002002176
attn_1_3_outputs,3,-0.05012911,0.06287343,0.9565397,2.1478107,-1.4736792
attn_1_3_outputs,4,-3.6912036,-2.599063,-0.84031093,0.7071018,3.493349
attn_1_3_outputs,</s>,-1.0017529,-0.16416864,0.032560404,0.2880399,0.6146985
attn_1_3_outputs,<pad>,0.08257049,-0.038490284,-0.1203994,0.65081865,-0.14556827
attn_1_3_outputs,<s>,-2.321713,-1.3995543,-0.75829405,-0.35096657,2.7249875
attn_2_0_outputs,0,0.65123445,-0.00015970842,0.28133044,0.29919377,-0.4494978
attn_2_0_outputs,1,-0.46387243,-0.22923669,-0.09010046,0.5440508,-0.58355516
attn_2_0_outputs,2,-0.746604,-0.8561036,0.9778113,-0.8867997,1.2600936
attn_2_0_outputs,3,-2.3676467,-0.8762227,0.047619678,2.8621771,0.106826946
attn_2_0_outputs,4,-2.2080712,-2.103707,-1.5367882,-0.9091501,3.8440235
attn_2_0_outputs,</s>,-1.5794939,-0.87683463,-0.5443371,0.67485535,0.6738131
attn_2_0_outputs,<pad>,0.0008923216,0.19533116,0.36518034,-0.08854164,-0.2732349
attn_2_0_outputs,<s>,-0.59456545,-0.38609,-0.37244636,-0.48838097,1.1909106
attn_2_1_outputs,0,6.305336,0.77024233,-0.5253686,-3.0544596,-2.9562898
attn_2_1_outputs,1,-0.506348,0.88375586,-0.5610058,-0.3551172,-0.44845787
attn_2_1_outputs,2,-0.79803765,-0.26507252,0.40326494,0.20280881,-0.38371047
attn_2_1_outputs,3,-2.2682018,0.34390137,0.8440804,2.4715912,-1.713408
attn_2_1_outputs,4,-8.596309,-6.2820163,-3.0651898,0.6778617,7.88834
attn_2_1_outputs,</s>,-0.9434871,-0.3908067,0.28419968,1.0826464,-0.4644816
attn_2_1_outputs,<pad>,-0.73219436,-0.09140464,0.21194346,0.6483371,0.62705564
attn_2_1_outputs,<s>,-3.0782797,0.004718122,1.668909,2.3308017,-2.3886883
attn_2_2_outputs,0,0.71128976,-0.3320928,0.04913793,0.27017894,-0.5422503
attn_2_2_outputs,1,-2.1448827,1.1844211,0.69605696,0.05205563,-0.086535886
attn_2_2_outputs,2,-1.3683058,0.17096008,0.6356051,0.6679375,0.6418501
attn_2_2_outputs,3,-1.5241508,-0.8560207,0.32365173,1.5988479,0.07578664
attn_2_2_outputs,4,-2.2993717,-1.7863915,-0.8184309,0.3028464,2.733902
attn_2_2_outputs,</s>,-1.1926019,-0.42977494,-0.319407,1.0023048,0.43580797
attn_2_2_outputs,<pad>,-0.11356022,0.018971028,-0.61723095,-0.21103133,-0.4132432
attn_2_2_outputs,<s>,-0.7201614,-1.980554,-1.0417174,0.70280063,0.9491416
attn_2_3_outputs,0,-0.6578003,-1.4176185,-0.16867943,0.79162806,1.3469748
attn_2_3_outputs,1,-1.2225962,0.5266581,0.31030974,0.50686336,0.88578856
attn_2_3_outputs,2,-1.1110145,-0.59071904,0.040772133,0.40666303,0.49748218
attn_2_3_outputs,3,-0.7991637,-0.63388026,0.025102817,1.1622124,0.9700968
attn_2_3_outputs,4,-1.523163,-1.0361481,-0.06378266,0.8740367,1.220963
attn_2_3_outputs,</s>,-2.4229674,-0.92591256,0.03990261,0.5686489,1.1961548
attn_2_3_outputs,<pad>,-0.7670137,0.32505798,-0.19609599,0.63817674,0.36692366
attn_2_3_outputs,<s>,-0.17675255,-0.061802976,0.41715944,1.5147864,0.637639
mlp_0_0_outputs,0,-0.8589103,-0.1552966,0.61306983,0.07937584,2.6195028
mlp_0_0_outputs,1,-0.089151576,0.6665328,0.64555883,0.26704308,-1.2672955
mlp_0_0_outputs,2,-1.3417193,0.89044684,1.4538382,1.145795,-0.34172156
mlp_0_0_outputs,3,5.009247,2.353605,-0.03374805,-2.3626945,-6.8675437
mlp_0_0_outputs,4,-0.00933083,0.8026369,0.70613724,0.33960083,-0.33451435
mlp_0_0_outputs,5,-0.036977522,-0.1316631,0.5099742,0.5255853,0.5357659
mlp_0_0_outputs,6,0.09807571,0.65641683,-0.31813905,0.17056943,-0.71300334
mlp_0_0_outputs,7,-10.803721,-6.045529,-1.7798707,3.2467043,5.0803566
mlp_0_1_outputs,0,-0.5035141,-0.20353706,-0.7522745,0.3356952,-0.6081926
mlp_0_1_outputs,1,-4.242264,0.032010686,1.6723924,1.2721102,1.0669887
mlp_0_1_outputs,2,-1.4796605,-1.0899225,0.16888815,1.3151004,0.8872381
mlp_0_1_outputs,3,-0.28629878,-0.28274626,0.22532974,-0.05161379,0.6493964
mlp_0_1_outputs,4,0.044844028,0.594797,0.088082105,-0.6334384,-0.99465847
mlp_0_1_outputs,5,3.6674852,2.6837974,0.23535982,-2.6139388,-6.132662
mlp_0_1_outputs,6,-1.7653883,-9.047455,-5.737482,0.19138227,7.072668
mlp_0_1_outputs,7,-5.4091525,-1.258377,1.3022676,2.1761138,1.0759268
mlp_1_0_outputs,0,-8.089947,-3.9758954,-0.049512167,1.9524714,3.6874063
mlp_1_0_outputs,1,-0.25300968,-0.18175596,0.41158956,0.34343994,0.2131009
mlp_1_0_outputs,2,2.9635074,1.5911162,0.35373554,-1.8420515,-4.9741387
mlp_1_0_outputs,3,-0.7055162,0.8571573,1.9057972,0.2289657,-1.0690937
mlp_1_0_outputs,4,-2.4608774,-1.1034535,0.5610324,0.7546167,2.5527046
mlp_1_0_outputs,5,-0.8002519,-0.37941346,0.35449395,-0.01350961,-0.08785999
mlp_1_0_outputs,6,-0.27233246,1.2476993,0.5192803,-0.4762693,-0.067111954
mlp_1_0_outputs,7,0.431638,-0.23128301,-0.22074634,-0.38865703,0.29866084
mlp_1_1_outputs,0,2.570149,1.4482967,-0.018957324,-2.3094382,-4.180814
mlp_1_1_outputs,1,-6.535501,-5.5468464,-2.4822295,0.90257144,4.8221583
mlp_1_1_outputs,2,0.21253164,-0.8952474,-0.4594328,-0.5081009,0.12444797
mlp_1_1_outputs,3,0.107153066,1.1495358,0.47018173,-0.3799021,-0.95472884
mlp_1_1_outputs,4,-0.44310027,-0.50543004,0.1825062,0.14150716,0.23581605
mlp_1_1_outputs,5,-5.052584,-2.6555338,1.050915,2.478589,2.2599907
mlp_1_1_outputs,6,-0.97004384,0.11741753,0.20926222,-0.07429946,-0.20051539
mlp_1_1_outputs,7,-1.5305095,0.36310226,0.9118783,0.68767303,-0.9041264
mlp_2_0_outputs,0,-3.9110544,-0.9270479,0.4481431,2.1587543,2.9880595
mlp_2_0_outputs,1,0.20119122,0.09129438,-0.10534093,-0.13398942,0.35579532
mlp_2_0_outputs,2,-5.627938,-3.4119296,-0.54387337,2.0478127,3.7280648
mlp_2_0_outputs,3,-0.8237606,-0.058409758,0.06423915,0.38022444,0.32353234
mlp_2_0_outputs,4,0.523112,0.52292186,0.10970966,-1.1015787,-0.37122783
mlp_2_0_outputs,5,-0.463441,0.4770951,0.31376934,0.037225943,0.74693483
mlp_2_0_outputs,6,3.0876498,3.265038,0.6365583,-2.6961308,-5.7100368
mlp_2_0_outputs,7,-0.03848318,0.07956341,0.12161484,-0.63174456,-0.15266788
mlp_2_1_outputs,0,-1.19403,-0.013288918,0.25646126,-0.34185714,0.46653393
mlp_2_1_outputs,1,-0.28805476,0.1984507,-0.054004673,0.08747607,-0.0060478314
mlp_2_1_outputs,2,4.965758,3.2663405,0.7348362,-2.8354158,-7.0237536
mlp_2_1_outputs,3,-0.3902142,0.14936583,0.46208203,0.5396692,-0.32771578
mlp_2_1_outputs,4,-1.6855072,-0.8212709,-0.031309534,0.8434268,1.4494125
mlp_2_1_outputs,5,-0.66520023,-0.12322676,0.23253511,0.8862266,0.5351467
mlp_2_1_outputs,6,-0.12667158,0.17387478,0.37683076,0.30193081,0.033221602
mlp_2_1_outputs,7,-6.953155,-4.2610555,-1.0238223,2.2198749,6.7818727
num_attn_0_0_outputs,_,2.7008455,1.7573988,-0.5612883,-3.1591482,-0.8077632
num_attn_0_1_outputs,_,1.8419529,1.7084945,1.2732,-0.6164277,-2.7078419
num_attn_0_2_outputs,_,1.7593077,-0.78708524,2.0769553,1.6491287,-2.7435398
num_attn_0_3_outputs,_,3.631106,-1.8356805,-2.8216524,-3.0461025,2.3921132
num_attn_1_0_outputs,_,1.5844845,-3.8878868,-2.0250123,4.444674,0.40432557
num_attn_1_1_outputs,_,-0.05317056,0.5621444,-0.03736721,-0.7964875,-1.0776875
num_attn_1_2_outputs,_,0.37114012,2.4403827,0.115093544,-0.80042255,-2.1261592
num_attn_1_3_outputs,_,2.2861667,3.0232863,0.6303658,-1.7195753,-3.5699532
num_attn_2_0_outputs,_,-0.81557804,-0.12176335,8.105928,-0.29102525,-3.5535772
num_attn_2_1_outputs,_,2.769653,2.2095704,0.32860684,-2.286327,-3.9597259
num_attn_2_2_outputs,_,-0.4148719,0.17052153,0.75779927,1.0667933,-1.2106642
num_attn_2_3_outputs,_,2.7550514,0.53845423,0.012782344,-0.42958698,-2.1298997
num_mlp_0_0_outputs,0,-0.052239962,-0.9593842,-0.2768684,-0.024186546,0.13085616
num_mlp_0_0_outputs,1,-0.47369894,-0.043022864,0.4291395,0.35447082,0.6350527
num_mlp_0_0_outputs,2,-3.0991662,0.14400464,-0.43281138,0.75551677,2.5591822
num_mlp_0_0_outputs,3,-0.6901305,-0.7482572,-0.22040156,-0.065956876,0.5631253
num_mlp_0_0_outputs,4,-0.82058483,-1.0333056,-0.2300869,0.055369288,0.27217725
num_mlp_0_0_outputs,5,-0.24412262,-0.77988327,-0.03587442,0.099466026,0.4355093
num_mlp_0_0_outputs,6,-0.18769716,-0.87073785,-0.08458955,-0.0117840925,0.14444879
num_mlp_0_0_outputs,7,0.7771105,-1.2428197,0.109384626,0.3367401,0.5219702
num_mlp_0_1_outputs,0,-1.928114,-0.64596057,0.1970114,0.72684216,0.2434265
num_mlp_0_1_outputs,1,1.4667885,-0.04219994,-1.7887018,-3.354516,1.6295062
num_mlp_0_1_outputs,2,-0.98909557,-0.37205845,0.4755718,1.0217645,0.4730045
num_mlp_0_1_outputs,3,-3.8669333,-1.8498815,0.3956896,1.7269781,1.3696659
num_mlp_0_1_outputs,4,-2.0566127,-0.9900346,0.124328226,0.6929384,0.54728794
num_mlp_0_1_outputs,5,-1.4753255,0.13082078,0.030201413,0.20565401,-0.11292716
num_mlp_0_1_outputs,6,-0.84873676,0.19060001,0.3849743,0.5375944,0.21243429
num_mlp_0_1_outputs,7,-1.5675162,-0.14484215,0.5516114,1.1091007,0.26935497
num_mlp_1_0_outputs,0,-0.58943486,-0.5716185,0.09452104,0.51946837,0.8833337
num_mlp_1_0_outputs,1,0.16628344,0.028681463,-0.1816516,0.4498699,-0.17988878
num_mlp_1_0_outputs,2,-0.20675577,-0.3085491,-0.45421112,0.071232475,-0.4011028
num_mlp_1_0_outputs,3,0.07106293,-0.22149324,-0.17892063,0.39708918,0.03731434
num_mlp_1_0_outputs,4,-0.59267014,-0.2528348,-0.13206014,0.11341445,-0.21827152
num_mlp_1_0_outputs,5,-3.1149821,-0.90035933,0.7789497,1.3473841,1.3481094
num_mlp_1_0_outputs,6,-0.7881431,-0.3538762,0.080496565,0.33989707,0.09272613
num_mlp_1_0_outputs,7,-1.9980044,-1.499147,-0.13361156,1.4995332,2.7140417
num_mlp_1_1_outputs,0,-0.24536662,0.2940862,-0.34453082,0.046545297,0.20954652
num_mlp_1_1_outputs,1,-1.5211539,-1.4764887,-0.24266818,0.62331903,0.839463
num_mlp_1_1_outputs,2,-0.60920113,0.39721942,-0.2720907,0.6585138,1.2556117
num_mlp_1_1_outputs,3,-0.7962207,-0.022392428,-0.098228484,0.12305577,0.5722526
num_mlp_1_1_outputs,4,-1.1961201,-0.48624808,0.0026044075,0.9489868,1.084819
num_mlp_1_1_outputs,5,-0.204229,0.41044012,-0.16175759,0.3332036,0.38448393
num_mlp_1_1_outputs,6,-4.0577865,-1.1186019,-0.19234465,2.1006806,1.1207315
num_mlp_1_1_outputs,7,-0.1431973,-0.2963608,0.35561675,0.5961827,-0.64972585
num_mlp_2_0_outputs,0,1.8791451,-1.1463113,-0.51802814,0.93353784,-1.1545902
num_mlp_2_0_outputs,1,-1.1244311,-0.1578107,0.516671,0.5967867,1.4779365
num_mlp_2_0_outputs,2,-2.4088686,0.21240945,0.9339892,0.09490182,1.2009406
num_mlp_2_0_outputs,3,-0.79646355,-0.035708643,-0.15684086,-0.09949614,0.48360366
num_mlp_2_0_outputs,4,3.6157093,-6.813567,-1.4317391,1.9446093,2.5641017
num_mlp_2_0_outputs,5,0.39062092,1.3092825,-0.19412902,0.75027215,-0.8247279
num_mlp_2_0_outputs,6,-3.1036084,1.2624242,-1.3120074,-0.12865852,1.6784518
num_mlp_2_0_outputs,7,-4.274369,0.27141675,0.99371576,0.6078943,1.7251453
num_mlp_2_1_outputs,0,-1.2744915,-0.38451442,-0.0047318963,0.3987959,0.38946167
num_mlp_2_1_outputs,1,-1.6799719,-0.7788202,-0.20249598,-0.18425512,1.1495807
num_mlp_2_1_outputs,2,-0.34154946,-0.51062804,-0.3556491,-0.033050634,0.4181513
num_mlp_2_1_outputs,3,-0.53709805,-1.6549367,-0.7475045,1.7235987,1.2236754
num_mlp_2_1_outputs,4,-0.83570236,0.10588158,-0.06152223,0.15144911,0.08399685
num_mlp_2_1_outputs,5,-0.79256934,-0.39871466,-0.007255134,0.15521254,0.46749616
num_mlp_2_1_outputs,6,0.0021853913,0.06891026,0.11127618,0.06793636,-0.5632735
num_mlp_2_1_outputs,7,-2.8081176,-0.20779653,-0.30498865,1.0156854,1.5306722
ones,_,-1.3621695,-0.18504938,-0.2161428,0.37226388,0.5816039
positions,0,-0.13063768,0.36072794,0.13273126,0.08235803,-0.78297955
positions,1,3.3640394,1.4360483,-0.19464374,-3.6062639,-6.1498446
positions,2,0.15126465,2.110513,0.34884313,-1.5275149,-2.7380152
positions,3,-1.1328846,0.9832707,1.3702737,-1.1388667,0.24428602
positions,4,-4.9033227,-5.421642,2.7506442,7.5432215,-0.07508394
positions,5,-5.0503674,1.0907708,2.297857,1.425875,2.3817568
positions,6,0.65689164,-6.7524247,-8.143799,-5.7251816,6.340086
positions,7,-0.8686947,-0.5266267,-0.328554,0.117776334,0.3166736
tokens,0,1.8981099,-0.8942574,-0.15392976,0.062256597,-1.4486569
tokens,1,-1.294627,2.9094937,0.33469462,-1.4084401,-0.6528272
tokens,2,-0.5369325,0.3324304,0.5662137,0.01150415,0.71778655
tokens,3,-0.98839134,-0.6982198,0.7751885,3.5432122,-1.4779247
tokens,4,-5.4420075,-4.702195,-2.883783,0.086826995,6.86268
tokens,</s>,-0.7684788,-0.24721867,0.30233318,-0.792211,0.23400383
tokens,<pad>,-0.09745099,0.15648925,0.45449963,-0.054960843,-0.32444936
tokens,<s>,0.109125495,-0.04502393,0.25828347,0.35704604,-0.00495211
