feature,value,F,P,T
attn_1_0_outputs,2,0.11910092,0.22456145,1.3250326
attn_1_0_outputs,3,-0.4317825,-0.28709865,-0.20844361
attn_1_0_outputs,4,-3.6241753,3.323929,0.5773792
attn_1_0_outputs,5,-0.11809031,0.24210535,-0.23381685
attn_1_0_outputs,6,-1.0743729,1.1453243,1.608349
attn_1_0_outputs,7,-3.164238,0.699024,1.0340277
attn_1_0_outputs,8,-0.28543827,0.40379593,0.14130151
attn_1_0_outputs,9,-0.5014043,-0.20715642,0.18966955
attn_1_1_outputs,0,0.49038798,1.5800108,-1.2205557
attn_1_1_outputs,1,-0.93285435,1.7327744,-1.2455193
attn_1_1_outputs,10,-0.039011396,-0.65827584,0.71766496
attn_1_1_outputs,11,0.23105314,-0.0301322,1.3648343
attn_1_1_outputs,12,1.4345965,-2.2012353,0.9856132
attn_1_1_outputs,13,-0.18832216,0.19023667,0.89298505
attn_1_1_outputs,14,0.03877773,0.43423906,0.40338022
attn_1_1_outputs,15,2.353314,-1.4448909,-0.21294129
attn_1_1_outputs,2,1.4249635,-1.0321774,0.75964826
attn_1_1_outputs,3,-1.1570958,2.1030843,1.7259277
attn_1_1_outputs,4,-1.1145258,1.9922961,-2.486801
attn_1_1_outputs,5,-0.40263888,0.60196733,1.4514791
attn_1_1_outputs,6,2.065989,-2.143043,0.49976075
attn_1_1_outputs,7,0.30126733,-0.6678852,0.65130216
attn_1_1_outputs,8,-0.061816756,0.13271871,1.2922349
attn_1_1_outputs,9,0.5106305,-1.2614174,1.5335835
attn_2_0_outputs,0,-0.05937145,1.2803885,-0.6700919
attn_2_0_outputs,1,-1.3801527,2.8249412,0.48383245
attn_2_0_outputs,10,0.060948834,-0.13837986,-0.054340422
attn_2_0_outputs,11,-0.37168485,-0.076273456,-0.64383096
attn_2_0_outputs,12,0.13798621,-0.6402446,0.5534661
attn_2_0_outputs,13,0.8956216,-0.676867,0.5628605
attn_2_0_outputs,14,0.23056701,-1.5529728,0.9693785
attn_2_0_outputs,15,1.1047347,-0.7788408,-0.9719154
attn_2_0_outputs,2,0.7777873,-1.1186872,0.052649383
attn_2_0_outputs,3,-1.7339926,2.1315053,1.7853323
attn_2_0_outputs,4,-1.377781,1.8794999,-1.3036643
attn_2_0_outputs,5,3.117208,-1.8162274,1.6918435
attn_2_0_outputs,6,0.7117053,0.103766,0.21950138
attn_2_0_outputs,7,0.6329945,-1.5896332,1.3083339
attn_2_0_outputs,8,4.091406,-3.2152696,0.2076941
attn_2_0_outputs,9,-0.04400771,-0.26516256,0.04262287
attn_2_1_outputs,0,-1.3274802,2.2420464,-0.69805795
attn_2_1_outputs,1,-0.65939707,2.6968226,-0.36676592
attn_2_1_outputs,10,0.04043235,-0.5054306,0.015038767
attn_2_1_outputs,11,-0.6721706,-0.31992498,-0.16208978
attn_2_1_outputs,12,1.5115396,-0.9017534,-0.3154115
attn_2_1_outputs,13,0.79894733,-1.3227056,-0.10762319
attn_2_1_outputs,14,0.12715805,-1.4680986,0.32952312
attn_2_1_outputs,15,-0.2186547,-0.48416838,0.35051808
attn_2_1_outputs,2,0.37131494,-1.1129726,0.40816385
attn_2_1_outputs,3,-1.511338,1.4423819,0.6649975
attn_2_1_outputs,4,-0.44196594,1.0740502,-0.8123087
attn_2_1_outputs,5,5.7057724,-3.2706978,-4.0638323
attn_2_1_outputs,6,2.224006,-1.0677377,-1.4632593
attn_2_1_outputs,7,0.38812694,-0.7842454,1.4326475
attn_2_1_outputs,8,-0.65958214,0.6723407,0.006303966
attn_2_1_outputs,9,0.2128453,-1.0684156,2.4653118
mlp_0_0_outputs,0,1.4124762,0.3918622,0.96247226
mlp_0_0_outputs,1,0.035059676,-0.78724706,-0.49286532
mlp_0_0_outputs,10,0.43810797,0.6196286,-0.29613635
mlp_0_0_outputs,11,0.024041645,-0.45532593,-0.24850975
mlp_0_0_outputs,12,0.21156618,0.30932778,0.49199212
mlp_0_0_outputs,13,0.038805455,-0.1897838,0.03590136
mlp_0_0_outputs,14,0.5470265,0.35249376,-0.26997298
mlp_0_0_outputs,15,0.41228998,-1.3040318,1.2210026
mlp_0_0_outputs,2,-0.45929217,1.0102494,-0.034102287
mlp_0_0_outputs,3,0.46021348,0.09072253,0.099708
mlp_0_0_outputs,4,1.9909586,-0.93861586,-2.8465278
mlp_0_0_outputs,5,1.6368363,-1.6418909,2.8530548
mlp_0_0_outputs,6,-0.85980654,0.6846919,-0.6151556
mlp_0_0_outputs,7,-0.18866596,0.42998883,-0.31827375
mlp_0_0_outputs,8,0.032268297,-0.017944142,0.26745126
mlp_0_0_outputs,9,-0.66864365,-0.14510924,-1.214156
mlp_0_1_outputs,0,0.45482358,-1.2842598,-0.60993576
mlp_0_1_outputs,1,0.31253016,-0.7943685,1.5131452
mlp_0_1_outputs,10,0.25627092,0.22809455,1.0208089
mlp_0_1_outputs,11,0.76562774,-0.18769291,-0.1974224
mlp_0_1_outputs,12,0.38039443,-0.5691965,-0.091124795
mlp_0_1_outputs,13,2.6179564,-0.32311362,-0.72676677
mlp_0_1_outputs,14,-0.040358998,0.030396035,-0.82734126
mlp_0_1_outputs,15,-0.46312347,0.32302356,0.42312586
mlp_0_1_outputs,2,1.068703,-0.067160755,-0.58011967
mlp_0_1_outputs,3,0.14145625,0.29858097,0.6092269
mlp_0_1_outputs,4,-1.5048414,1.6003934,-0.54811466
mlp_0_1_outputs,5,-0.07364487,0.103354104,0.5413819
mlp_0_1_outputs,6,-0.024732672,0.080756046,0.43893534
mlp_0_1_outputs,7,-1.79316,1.7965577,1.1761781
mlp_0_1_outputs,8,-0.4545691,0.09123524,-2.1593776
mlp_0_1_outputs,9,-0.8172794,-0.3064075,0.030816736
mlp_1_0_outputs,0,0.22648785,-0.25926873,-0.506777
mlp_1_0_outputs,1,-0.07746484,-0.984498,6.8709683
mlp_1_0_outputs,10,0.20862451,-0.022583699,-0.790106
mlp_1_0_outputs,11,1.020657,0.9678695,-0.295873
mlp_1_0_outputs,12,0.3965819,0.2451575,-0.6036312
mlp_1_0_outputs,13,0.47067815,0.2438208,-0.6940792
mlp_1_0_outputs,14,-0.35612527,1.1211482,-1.4271184
mlp_1_0_outputs,15,-0.29890123,-0.32131162,-0.707251
mlp_1_0_outputs,2,0.5454376,0.30075255,-1.1875064
mlp_1_0_outputs,3,0.9890708,0.9738718,0.17902154
mlp_1_0_outputs,4,0.35423172,0.36298084,-1.0344858
mlp_1_0_outputs,5,0.38208264,0.20733608,-1.3121635
mlp_1_0_outputs,6,0.3350503,0.058604088,-0.639987
mlp_1_0_outputs,7,0.48388848,0.2619127,-0.6384467
mlp_1_0_outputs,8,-0.0939644,1.6520033,-2.8920875
mlp_1_0_outputs,9,0.46636695,0.19207071,-0.47046715
mlp_1_1_outputs,0,1.0177721,-0.4037793,-0.67931974
mlp_1_1_outputs,1,-1.03061,0.70863277,-0.6241576
mlp_1_1_outputs,10,0.9735542,1.4381392,-2.922016
mlp_1_1_outputs,11,-0.37031677,0.04114491,-0.43833217
mlp_1_1_outputs,12,0.16325824,0.08265705,-0.22923788
mlp_1_1_outputs,13,0.50651205,0.04826694,-0.2412666
mlp_1_1_outputs,14,-0.68649834,0.16758002,-0.8419172
mlp_1_1_outputs,15,0.22871964,-0.3694542,0.036439355
mlp_1_1_outputs,2,0.52248716,0.56564903,0.028707229
mlp_1_1_outputs,3,-0.13902096,0.83899367,0.045766518
mlp_1_1_outputs,4,0.8631842,-0.11090764,-3.633642
mlp_1_1_outputs,5,0.24383672,0.4300947,-0.028894566
mlp_1_1_outputs,6,0.77099085,0.40300265,-0.6123488
mlp_1_1_outputs,7,0.80704874,-0.35886392,-1.2488782
mlp_1_1_outputs,8,0.05687267,-0.7564281,0.10573861
mlp_1_1_outputs,9,0.55384576,-0.005512286,-0.25716427
mlp_2_0_outputs,0,-0.43766528,0.63004327,0.82238406
mlp_2_0_outputs,1,-0.28752628,0.024231752,-0.73521745
mlp_2_0_outputs,10,0.42408463,-1.1208787,-0.8666483
mlp_2_0_outputs,11,2.4725761,-0.24301499,0.1757837
mlp_2_0_outputs,12,0.78457654,-0.50197077,-0.31981418
mlp_2_0_outputs,13,0.41764382,-0.94169605,-0.4211051
mlp_2_0_outputs,14,1.2861595,-0.5318925,-0.036760274
mlp_2_0_outputs,15,0.43116912,-0.94550234,-0.62638485
mlp_2_0_outputs,2,0.057849146,0.12554613,-0.17656699
mlp_2_0_outputs,3,0.9872132,-0.6279045,-0.24866179
mlp_2_0_outputs,4,0.0049139177,1.9990245,-2.5793169
mlp_2_0_outputs,5,0.52743393,-0.35086772,-0.1816786
mlp_2_0_outputs,6,1.2171247,-1.0690438,-0.7097241
mlp_2_0_outputs,7,1.2408279,-0.32120407,-2.283859
mlp_2_0_outputs,8,1.1670102,-0.3065825,-1.6924549
mlp_2_0_outputs,9,0.47862154,0.17900337,-1.1995778
mlp_2_1_outputs,0,1.5722502,-1.8906522,-3.274062
mlp_2_1_outputs,1,-0.14563715,0.071487516,0.4061026
mlp_2_1_outputs,10,0.6692192,0.022232514,0.052336734
mlp_2_1_outputs,11,-0.4981686,0.010872859,-0.120791934
mlp_2_1_outputs,12,0.21853887,0.6528137,0.40027425
mlp_2_1_outputs,13,-0.0539364,-0.04593685,-0.77657515
mlp_2_1_outputs,14,-0.029986976,-0.16086973,0.45140362
mlp_2_1_outputs,15,-0.19369616,0.82837254,0.23891859
mlp_2_1_outputs,2,-1.1634233,1.885357,-3.579113
mlp_2_1_outputs,3,0.46121255,0.038033824,0.0016819923
mlp_2_1_outputs,4,0.09414851,0.5597031,0.2918426
mlp_2_1_outputs,5,-0.41278046,0.0027908396,0.085692376
mlp_2_1_outputs,6,0.1588337,0.11019328,-0.09616117
mlp_2_1_outputs,7,-1.097063,-0.48358715,1.1503831
mlp_2_1_outputs,8,0.4955245,0.4686215,0.23423254
mlp_2_1_outputs,9,-0.049522586,0.9311799,-0.728278
num_attn_0_0_outputs,_,-0.85263616,-0.036784045,-0.13747008
num_attn_0_1_outputs,_,0.33958793,0.86033154,0.89450693
num_attn_1_0_outputs,_,-0.78232145,0.5346261,0.2896964
num_attn_1_1_outputs,_,6.0080223,-6.6434155,-3.9860556
num_attn_2_0_outputs,_,-0.77475876,1.1810129,1.0096526
num_attn_2_1_outputs,_,1.2496741,-1.8492256,1.0177201
num_mlp_0_0_outputs,0,0.3314178,0.5325629,-0.16401817
num_mlp_0_0_outputs,1,0.19410345,0.24263886,-0.3985704
num_mlp_0_0_outputs,10,-0.05038471,0.23930399,-0.5071923
num_mlp_0_0_outputs,11,0.14974928,0.4013859,-0.500009
num_mlp_0_0_outputs,12,0.3967017,0.6515252,-0.013054512
num_mlp_0_0_outputs,13,-0.3407226,-0.23862363,-1.0013121
num_mlp_0_0_outputs,14,-0.0042749355,0.07379021,-0.87100405
num_mlp_0_0_outputs,15,0.044042736,0.5217005,-0.44642144
num_mlp_0_0_outputs,2,-0.04536464,0.35205916,-0.63331443
num_mlp_0_0_outputs,3,0.30032563,0.5497403,-0.3833386
num_mlp_0_0_outputs,4,0.4260003,0.63091743,-0.28802612
num_mlp_0_0_outputs,5,0.25858745,0.0029270295,-0.3307586
num_mlp_0_0_outputs,6,-0.068435706,0.053463157,-0.76825386
num_mlp_0_0_outputs,7,0.36288938,0.19408187,-0.6395527
num_mlp_0_0_outputs,8,0.6338136,0.76790816,-0.06365792
num_mlp_0_0_outputs,9,0.087720215,0.43525898,-0.31613958
num_mlp_0_1_outputs,0,-0.06632771,-0.070165716,-0.4955601
num_mlp_0_1_outputs,1,0.2773735,0.34788114,-0.2892638
num_mlp_0_1_outputs,10,0.2745447,-0.13056615,-0.8543876
num_mlp_0_1_outputs,11,0.044537343,-0.32159278,-0.9105748
num_mlp_0_1_outputs,12,0.18666676,0.1831349,-0.1372812
num_mlp_0_1_outputs,13,0.23526604,-0.16011046,-0.73585725
num_mlp_0_1_outputs,14,0.06875769,0.27533332,-0.23280683
num_mlp_0_1_outputs,15,0.20177683,0.22331731,-0.3380389
num_mlp_0_1_outputs,2,-0.26213843,-0.25991192,-1.0179317
num_mlp_0_1_outputs,3,0.5162888,0.4858723,-0.36303845
num_mlp_0_1_outputs,4,0.31894425,0.2724289,-0.30766574
num_mlp_0_1_outputs,5,0.6092662,0.19296132,-0.85525966
num_mlp_0_1_outputs,6,-0.07518837,0.025708076,-0.6562557
num_mlp_0_1_outputs,7,0.6991878,0.6410874,0.10406117
num_mlp_0_1_outputs,8,-0.3627702,-0.08890215,-0.4461756
num_mlp_0_1_outputs,9,0.024958644,-0.08254894,-0.6912631
num_mlp_1_0_outputs,0,0.3114148,0.55049676,-0.22676654
num_mlp_1_0_outputs,1,0.07806706,-0.023488285,-0.30448
num_mlp_1_0_outputs,10,-0.036106024,-0.061172247,-0.6728275
num_mlp_1_0_outputs,11,0.00018137011,0.24429022,-0.113959186
num_mlp_1_0_outputs,12,0.5541197,0.3748864,-0.091273285
num_mlp_1_0_outputs,13,0.0910017,0.37516505,-0.11659233
num_mlp_1_0_outputs,14,0.029605865,-0.40416694,-0.39333186
num_mlp_1_0_outputs,15,0.4850837,0.17000733,-0.15730006
num_mlp_1_0_outputs,2,-0.09316445,-0.3945504,-0.74077773
num_mlp_1_0_outputs,3,0.77411944,0.45456645,-0.2434635
num_mlp_1_0_outputs,4,0.45820743,0.267871,-0.08835843
num_mlp_1_0_outputs,5,0.8663778,0.48250827,0.17160328
num_mlp_1_0_outputs,6,0.18805933,0.16399784,-0.35467726
num_mlp_1_0_outputs,7,0.4086816,0.020269368,-0.34887818
num_mlp_1_0_outputs,8,-0.026719714,-0.16764963,-0.65317184
num_mlp_1_0_outputs,9,0.019892184,-0.01170788,-0.5114425
num_mlp_1_1_outputs,0,-0.078854226,0.08707899,-0.98892313
num_mlp_1_1_outputs,1,-0.15243109,0.12799971,-0.72895944
num_mlp_1_1_outputs,10,0.58201754,0.6582406,-0.16776891
num_mlp_1_1_outputs,11,0.23494452,0.5244795,-0.41649953
num_mlp_1_1_outputs,12,-0.01350627,-0.00017212816,-0.47231874
num_mlp_1_1_outputs,13,-0.020348622,0.20011073,-0.66538125
num_mlp_1_1_outputs,14,0.16774431,0.5128025,-0.28296882
num_mlp_1_1_outputs,15,0.33657792,0.6268225,-0.22136451
num_mlp_1_1_outputs,2,0.36348855,0.56271625,-0.2105581
num_mlp_1_1_outputs,3,0.24504001,0.5178616,-0.24728571
num_mlp_1_1_outputs,4,-0.05191437,0.09888679,-0.6176198
num_mlp_1_1_outputs,5,-0.06691858,0.15422752,-0.6520832
num_mlp_1_1_outputs,6,0.8261999,1.1822537,0.19525766
num_mlp_1_1_outputs,7,-0.24775888,0.09739883,-0.73482597
num_mlp_1_1_outputs,8,0.21655971,0.25961864,-0.49139246
num_mlp_1_1_outputs,9,-0.23927306,-0.0052134893,-0.8000629
num_mlp_2_0_outputs,0,0.7344719,0.48031777,-0.0072156666
num_mlp_2_0_outputs,1,-0.08577925,-0.13313006,-0.8903967
num_mlp_2_0_outputs,10,0.07255866,-0.023388484,-0.35158905
num_mlp_2_0_outputs,11,0.21112183,0.28738138,-0.1871139
num_mlp_2_0_outputs,12,0.3063709,0.3118506,-0.3509904
num_mlp_2_0_outputs,13,0.20950411,0.26588303,-0.3123367
num_mlp_2_0_outputs,14,0.02394933,0.14214058,-0.45821595
num_mlp_2_0_outputs,15,0.15515622,-0.23100227,-0.7154926
num_mlp_2_0_outputs,2,0.071676075,0.32760754,-0.3858776
num_mlp_2_0_outputs,3,-0.23932433,-0.17936808,-0.6346995
num_mlp_2_0_outputs,4,-0.07454885,-0.04197524,-0.8073381
num_mlp_2_0_outputs,5,0.44984394,0.27431875,-0.26230815
num_mlp_2_0_outputs,6,0.24677134,0.27385816,-0.17668292
num_mlp_2_0_outputs,7,-0.4095317,-0.1621746,-0.8552454
num_mlp_2_0_outputs,8,0.4552858,0.8000447,0.23228435
num_mlp_2_0_outputs,9,0.5577926,0.5177477,-0.009681215
num_mlp_2_1_outputs,0,1.1987035,-0.33801028,-0.50512236
num_mlp_2_1_outputs,1,0.94955945,-0.6463761,-0.7593889
num_mlp_2_1_outputs,10,-0.29233116,0.7033983,0.14847362
num_mlp_2_1_outputs,11,0.263601,-0.39432043,-0.87329227
num_mlp_2_1_outputs,12,2.5524316,-2.5761328,-0.87832254
num_mlp_2_1_outputs,13,0.6176073,-0.8246647,-1.1955972
num_mlp_2_1_outputs,14,0.20788954,0.76745355,0.03399014
num_mlp_2_1_outputs,15,0.72697127,-0.68905944,-0.7866722
num_mlp_2_1_outputs,2,-0.5621572,0.887737,0.11716976
num_mlp_2_1_outputs,3,1.18867,-0.34044042,-0.44703516
num_mlp_2_1_outputs,4,-0.57840586,0.45728707,-0.35807198
num_mlp_2_1_outputs,5,0.6322493,0.63687426,0.113720134
num_mlp_2_1_outputs,6,-0.19396284,1.0908433,0.08487423
num_mlp_2_1_outputs,7,0.47693765,0.46259257,-0.7392341
num_mlp_2_1_outputs,8,-0.1926289,-0.3515196,-0.8700848
num_mlp_2_1_outputs,9,-0.45918483,0.6270346,-0.17804115
ones,_,-0.026366323,0.395983,-0.2675112
positions,0,-0.21428509,0.07516778,0.20615174
positions,1,1.3148408,0.7747299,-9.5917425
positions,10,-0.9434932,-0.7169733,1.7839171
positions,11,2.346714,-0.6581614,-11.038458
positions,12,-1.921217,-0.8985177,2.4055943
positions,13,2.3171093,-0.23238912,-11.31294
positions,14,-2.6990774,-1.6240467,2.7664332
positions,15,3.4511793,-0.7494351,-10.082401
positions,2,-3.2204971,-0.737425,6.4716024
positions,3,-1.0551778,2.5078318,-2.613356
positions,4,-1.4998984,0.22135884,1.4028941
positions,5,0.5460883,2.1069403,-8.382127
positions,6,-0.50053823,0.633908,2.4933894
positions,7,0.29808688,1.4961973,-8.695588
positions,8,-0.6610369,0.24578033,2.0996253
positions,9,3.1191888,0.5754417,-5.0389624
tokens,(,-1.1092756,2.403831,-5.864368
tokens,),0.9881682,-2.3895998,3.3189006
tokens,<pad>,0.4111517,-0.24375123,-0.72117674
tokens,<s>,-0.004239899,-0.017491871,-0.007405918
tokens,_,1.3654574,0.29655144,0.28431866
tokens,_,1.4269474,-0.7771767,-0.16797024
tokens,_,0.3346523,-0.2013016,0.14942457
tokens,_,1.3444127,-0.10818399,0.32242635
tokens,_,0.07180428,-0.7881537,0.19018956
tokens,_,-0.31608832,-0.19187881,-0.06436471
tokens,_,0.9428614,-1.0588603,-0.5878867
tokens,_,1.2218833,0.40168327,-0.35955858
tokens,_,-0.5326404,-0.19429654,-0.4998532
tokens,_,0.7153185,-0.070266396,-0.59234005
tokens,{,-0.7310767,2.8042543,-4.676652
tokens,},0.6038923,-3.4896483,2.4227173
