feature,value,1,2,3,4,5,6
mlp_1_0_outputs,4,-0.14921959,0.19098066,-0.68890905,-0.8783806,0.17789342,0.072840296
mlp_1_0_outputs,5,0.47780272,0.2975784,0.30411527,0.11360552,-0.7195276,-0.7125982
mlp_1_0_outputs,6,0.61878186,0.18511643,-0.40080214,-0.21511143,-0.7058433,-0.3209991
mlp_1_0_outputs,7,0.66624695,0.61060125,0.16829984,-0.41327792,-0.5947032,-0.11071799
num_attn_0_0_outputs,_,-2.6084507,0.37101305,-0.23414671,3.3501635,3.725172,-0.45404133
num_attn_0_1_outputs,_,-3.0144472,-0.7900574,0.63884366,5.3713837,4.2049623,-2.8240166
num_attn_1_0_outputs,_,-1.1414068,-2.5251045,-0.24140313,1.03612,2.7839322,4.972252
num_attn_1_1_outputs,_,0.043434013,0.17316142,0.24154747,0.18407124,0.1347295,-0.16138388
num_mlp_0_0_outputs,0,-0.24477996,-0.089518726,-0.4351749,-0.41334355,-0.9782609,-0.103539355
num_mlp_0_0_outputs,1,-5.186955,4.0865426,1.0394248,-3.4131138,-7.631636,-11.116801
num_mlp_0_0_outputs,2,8.406452,-6.991568,-0.090876386,0.13829991,0.100777976,-3.0635927
num_mlp_0_0_outputs,3,0.19645609,0.2787834,0.3927073,-0.6804599,-0.014358639,-0.09469005
num_mlp_0_0_outputs,4,0.32785827,-0.14131565,-0.58288056,-0.008700722,-0.03816374,0.17708452
num_mlp_0_0_outputs,5,-0.326491,0.56561005,0.43692586,-0.54635745,-0.45137867,-0.15457223
num_mlp_0_0_outputs,6,4.837401,-2.853737,-1.8713031,-1.0691601,-0.7117988,-0.6572522
num_mlp_0_0_outputs,7,-0.11979011,0.05072405,-0.33109576,0.23452777,0.17321268,-0.29931942
num_mlp_1_0_outputs,0,-0.6485717,-0.54399246,3.8425093,-0.612899,-5.81982,-8.424017
num_mlp_1_0_outputs,1,0.3558328,0.38080946,-0.0244668,0.1022325,-0.29355794,-0.6800809
num_mlp_1_0_outputs,2,1.5321006,0.7193653,-2.9438298,-0.96230775,-0.6731403,-0.35487232
num_mlp_1_0_outputs,3,-0.18401653,0.3178483,-0.8414783,-0.84522486,-0.6617167,-0.74159616
num_mlp_1_0_outputs,4,3.871928,6.1392207,-8.199443,-5.770558,-3.370739,-7.90388
num_mlp_1_0_outputs,5,0.5442053,0.21887568,-0.5716927,-0.5850366,-0.42801008,-0.41946363
num_mlp_1_0_outputs,6,2.4231188,0.5832266,-1.1889961,-1.513906,-0.3785873,-0.6541455
num_mlp_1_0_outputs,7,2.2418842,0.38171166,-0.25596982,-0.83509403,-0.74959904,-0.7428296
ones,_,1.7184689,1.8142508,0.91438574,-3.080109,-4.7498426,-4.0894475
positions,0,0.07103243,-0.46119753,-0.5145915,0.05924477,0.12923662,0.2345939
positions,1,1.0701898,1.1593058,0.6858272,-3.0908916,-5.265172,-4.2919664
positions,2,1.2093624,1.414461,0.8636032,-2.8737116,-4.984675,-3.953006
positions,3,1.3686932,1.4678693,0.73935896,-3.0531728,-5.2343993,-4.317894
positions,4,0.8842103,1.1344441,0.65040606,-3.0974643,-5.226311,-4.0584006
positions,5,0.596858,0.8050507,0.31798187,-3.4079578,-5.6346292,-4.7085586
positions,6,0.9359294,1.2313257,0.86136353,-2.784366,-4.915876,-4.03485
positions,7,1.2607778,1.8263829,1.3807826,-2.20449,-4.2003174,-3.1797988
tokens,0,1.6935666,1.1929579,0.21863031,-2.6109247,-4.111556,-7.4057717
tokens,1,1.8220696,1.0671146,0.1894064,-2.416807,-4.3020372,-3.7489967
tokens,2,1.9256669,1.572571,0.18108568,-2.5998933,-4.4008408,-2.4921284
tokens,3,1.5273855,1.0157824,0.11789712,-2.503347,-4.284626,-1.9081302
tokens,4,1.5880518,1.1915877,0.41917667,-2.3370945,-4.956533,-2.4177728
tokens,5,1.2164413,1.1247102,0.52457845,-2.4146001,-3.6532884,-5.922755
tokens,<pad>,-0.24552013,0.1917526,0.48391676,-0.92382103,-1.249002,-0.4501571
tokens,<s>,-0.11042056,-0.53450006,1.208186,-0.39749593,-1.0649321,-0.14211874
