feature,value,0,1,2,3,4,5,<s>
attn_0_2_outputs,4,0.123995565,0.078687996,0.39604655,0.07295366,0.0652431,0.66211116,0.32767326
attn_0_2_outputs,5,0.20446075,0.2872208,0.12372901,0.61327153,0.54792917,-0.11775883,0.1419941
attn_0_2_outputs,<pad>,-0.8834193,0.05862969,0.0013106148,0.32070753,0.20241776,-0.2959268,0.2706593
attn_0_2_outputs,<s>,-0.16059977,-0.5030432,0.011969117,-0.21657363,0.3059682,-0.28139836,-0.791076
attn_0_3_outputs,0,-0.14112596,0.1957662,0.011972539,0.023859808,-0.104311235,0.0961176,-0.03708686
attn_0_3_outputs,1,0.007839421,0.05989261,0.07428425,-0.049565382,0.035471316,0.26423454,-1.4826219
attn_0_3_outputs,2,-0.1970083,0.23528057,-0.2242113,1.0611489,0.115618825,0.08412229,-1.4918003
attn_0_3_outputs,3,-0.040871557,-0.32072315,0.3732224,0.1111334,0.24544723,0.43854612,0.39862344
attn_0_3_outputs,4,-0.6324497,-0.216657,-0.23822437,-0.027278028,0.4805022,0.7344894,0.9036501
attn_0_3_outputs,5,-0.2132131,0.043295905,0.25736305,0.21231991,1.1161118,0.6488349,0.5979428
attn_0_3_outputs,<pad>,-0.52321506,0.19960833,-0.87949103,0.12905076,-0.16735388,-0.025959816,-0.18767942
attn_0_3_outputs,<s>,-0.52274615,0.49901843,0.4243786,1.4376396,0.03802298,-0.49368286,-2.0728447
attn_0_4_outputs,0,0.96008414,0.28672117,0.29227507,0.4603193,0.4487533,0.32852122,-4.0981116
attn_0_4_outputs,1,-0.51161766,-0.047788423,-0.34141138,-0.17385884,0.038667943,-0.04827976,1.4002197
attn_0_4_outputs,2,0.17565356,-0.22132495,0.16098513,0.010454137,-0.987399,0.17523374,1.500743
attn_0_4_outputs,3,0.81624,-0.32226858,-0.2858836,-0.21935852,-0.26087978,-0.33600354,0.24025065
attn_0_4_outputs,4,0.18790543,0.3130978,-0.028988551,-0.016687825,0.1276028,0.33338943,-0.002335948
attn_0_4_outputs,5,-0.2787984,0.0527737,0.02383273,0.13257541,0.12920655,-0.036421575,0.4553874
attn_0_4_outputs,<pad>,-0.58578813,-0.42797878,0.010976535,0.1095464,-0.10328322,-0.44557253,0.15761165
attn_0_4_outputs,<s>,-8.641893,0.27495438,0.19268937,0.26606217,0.34147254,0.17211701,5.812006
attn_0_5_outputs,0,-0.20066488,0.18992022,-0.24520876,-0.28908336,-0.032157205,-0.4922474,-0.23999946
attn_0_5_outputs,1,-0.9827387,0.60295445,-0.24924704,-0.43881908,-0.113894075,0.30939347,-0.41156957
attn_0_5_outputs,2,-0.9226596,0.03007406,0.6745266,-0.20081022,-0.24197055,0.24230376,-1.8438998
attn_0_5_outputs,3,0.3475609,-0.27155215,-0.3878291,-0.15958223,-0.4515244,-0.08231832,-0.4995072
attn_0_5_outputs,4,0.65561116,0.10724193,-0.14599426,-0.30742308,-0.46186045,-0.06427232,0.25216416
attn_0_5_outputs,5,-0.1295972,0.6769966,0.13070907,0.51085246,0.5296463,0.18636844,-0.14641371
attn_0_5_outputs,<pad>,-0.57590425,-0.2175916,0.064894006,-0.0028806012,-0.7299218,0.37997788,0.26941144
attn_0_5_outputs,<s>,0.89906436,-0.72552115,0.15844819,-0.062445097,0.0024164622,-0.39359927,0.66077656
attn_0_6_outputs,0,-0.9018057,0.36091,0.1593787,0.14315547,0.15453534,0.25678718,-0.49535176
attn_0_6_outputs,1,0.03637957,-0.76769006,0.5104092,0.39350897,0.17115252,0.25837523,0.26462236
attn_0_6_outputs,2,0.15224801,0.24029975,-1.0311096,-0.10903103,0.14132382,0.27085903,-0.1234206
attn_0_6_outputs,3,0.29091159,0.7784028,0.40962258,-0.81343585,0.30974904,0.3234672,-0.77680075
attn_0_6_outputs,4,0.21485136,0.49550068,0.24421605,0.19226103,-0.990522,0.24738754,-0.7502346
attn_0_6_outputs,5,0.46972063,0.8543254,0.5498237,0.6237151,0.4353009,-0.7329146,0.014683132
attn_0_6_outputs,<pad>,-0.9347933,-0.3255347,-0.21419764,-0.069533944,-0.50039726,-0.008288192,0.5060738
attn_0_6_outputs,<s>,0.41693625,0.49874958,0.48950672,0.47352335,0.46378276,0.6488823,0.09907928
attn_0_7_outputs,0,0.094614185,-1.1286659,0.029886205,-0.64145267,-0.08846719,0.14366603,0.74651444
attn_0_7_outputs,1,0.5098792,4.000106,0.17332178,-1.3455749,0.35849267,0.2262337,-4.7746983
attn_0_7_outputs,2,0.28450647,-0.29164746,0.13344707,-0.49592933,0.29205328,0.19490385,0.58236194
attn_0_7_outputs,3,-0.36842263,-3.2644956,-0.40612993,3.5060337,-0.42475796,-0.71957517,-4.8646007
attn_0_7_outputs,4,1.0180472,-1.9238945,1.0946761,0.9032016,1.2937471,0.917901,1.1932268
attn_0_7_outputs,5,1.2104661,-2.0405698,0.37646225,2.102223,0.0022179314,0.5859859,0.5361651
attn_0_7_outputs,<pad>,-0.24544376,-0.38333434,0.2114498,0.11165246,0.29740328,-0.020020343,-0.55199546
attn_0_7_outputs,<s>,0.3794494,-2.134396,0.48552945,-1.5518159,0.75866497,0.39719322,7.163619
attn_1_0_outputs,0,0.22735184,0.12100904,0.56056076,-0.06297341,0.33402553,0.3286857,-0.74247605
attn_1_0_outputs,1,-0.3354068,-0.029368803,-0.21710074,-0.38830197,0.004386414,-0.25579214,0.39469925
attn_1_0_outputs,2,-0.04694013,-0.2541249,0.03044376,-0.15214187,-0.11231294,-0.34451792,-0.34863487
attn_1_0_outputs,3,0.31063455,0.40950444,0.5909981,0.28600296,0.7039653,0.46957505,-5.49559
attn_1_0_outputs,4,-0.20957401,-0.15429422,0.023024354,-0.24325301,-0.13988297,-0.22716925,4.1295385
attn_1_0_outputs,5,-0.365916,0.054246265,0.09731105,1.230153,-0.11827172,-0.10724654,0.04985274
attn_1_0_outputs,<pad>,-0.36474562,0.015492475,-0.02192309,0.099168114,-0.8186269,0.34309906,0.19138013
attn_1_0_outputs,<s>,-0.31090668,-0.36490282,-0.07361207,-0.44093522,-0.65459377,-0.065207966,7.5990453
attn_1_1_outputs,0,0.15545817,0.102140225,-0.1537031,0.28899753,0.22786552,0.09936845,-0.6316656
attn_1_1_outputs,1,-0.45445278,0.46089032,0.41397855,-0.20813532,0.09709219,0.10765717,-1.0892417
attn_1_1_outputs,2,-0.2004352,0.05664903,-0.35820857,-0.07872523,-0.06369574,-0.26837736,-0.748103
attn_1_1_outputs,3,0.16260985,0.20328914,0.5576709,-0.11129815,-0.23557717,-0.45863026,0.36835855
attn_1_1_outputs,4,-0.41662565,0.4211682,0.09389534,0.43199313,-0.37597,-0.03324182,-0.83293235
attn_1_1_outputs,5,0.29526305,0.24176683,0.20264705,0.11148099,0.08182122,0.4001573,-0.49392122
attn_1_1_outputs,6,0.40363282,0.48140317,0.903264,0.55919576,0.24130964,0.2048954,-1.2202598
attn_1_1_outputs,7,-0.18889004,-0.048841313,-0.12665692,-0.3436245,-0.22424956,-0.14281051,-0.32004938
attn_1_2_outputs,0,-0.13815671,-0.518215,-0.2591653,-0.3547818,0.3533227,-0.5949208,0.37900415
attn_1_2_outputs,1,-0.26688126,-0.62767357,-0.06192572,-0.062306765,-0.25105152,0.8124168,0.20145336
attn_1_2_outputs,2,-0.35771784,-0.4479754,-1.0325183,-0.42156944,-0.38448527,-0.37740278,4.7682886
attn_1_2_outputs,3,0.1061024,-0.41044942,-0.15539536,0.09268514,-0.2004402,0.5050474,-0.5020047
attn_1_2_outputs,4,0.6167298,0.51332676,0.45316103,0.47879416,0.3453996,0.5629179,-3.7700849
attn_1_2_outputs,5,0.21006815,0.36067912,0.2824637,0.10282605,0.028964207,0.31098652,-2.0015938
attn_1_2_outputs,6,-0.50719374,-0.27869546,1.1518323,1.2029945,-0.86023533,1.2282962,-2.4014618
attn_1_2_outputs,7,0.30584586,0.24599898,0.77615184,0.49678767,0.20342766,0.013020712,0.03108695
attn_1_3_outputs,0,-0.012267914,0.10478141,0.17672487,-0.06048489,-0.17941639,0.6854607,-1.3691642
attn_1_3_outputs,1,-0.30684716,-0.05134894,0.45905504,-0.13919087,-0.37252468,0.47632715,-1.9284841
attn_1_3_outputs,2,-0.28871682,-0.11219328,0.5445917,-0.23059662,-0.4238593,0.4603509,-0.1605282
attn_1_3_outputs,3,0.16774264,0.003392563,0.633682,0.032582007,0.15769774,-0.26479486,-2.1518416
attn_1_3_outputs,4,-0.04471035,0.10628119,0.6597789,0.1521659,-0.070435114,0.89782685,-1.8097937
attn_1_3_outputs,5,0.012989955,-0.13897178,0.49795565,-0.21476628,0.037842054,-6.382779,4.644092
attn_1_3_outputs,6,-0.339816,0.0242566,0.6884701,0.058804877,-0.16609783,1.0139414,-1.849885
attn_1_3_outputs,7,0.28450727,0.2942706,0.7535392,0.1389822,0.2872755,0.8721005,-2.0894403
attn_1_4_outputs,0,0.38989574,-0.23376355,-0.23153503,-0.30811462,-0.02213255,-0.07818368,0.34935278
attn_1_4_outputs,1,0.4519947,-0.44995785,-0.75431126,0.4594556,-0.869636,1.4595759,0.07475888
attn_1_4_outputs,2,-0.049924474,-0.2957781,-0.15085703,0.36396712,0.3439053,0.4916297,-0.42403814
attn_1_4_outputs,3,0.52563137,0.071953714,0.059211243,-0.06586717,-0.25621086,0.08668703,-0.37590787
attn_1_4_outputs,4,0.08406897,-0.53046083,0.93300897,-0.0043949364,0.23351657,0.012299801,-2.1406431
attn_1_4_outputs,5,0.87425876,0.10276702,0.056870263,0.22083615,0.34033424,-1.2203827,0.12910156
attn_1_4_outputs,6,-0.0010715586,-0.015630942,0.0068888515,0.33478,-0.08425125,0.557474,0.59925205
attn_1_4_outputs,7,0.18282928,0.35947862,0.10674733,0.34378213,-0.11445919,0.3005615,-0.6290081
attn_1_5_outputs,0,0.10401583,-0.23507671,-0.0990264,-0.07074099,-0.014793981,-0.1948329,-0.8665128
attn_1_5_outputs,1,-0.3087117,-0.22570129,-0.04260901,-0.31832996,0.34744504,-0.28989586,-0.90755
attn_1_5_outputs,2,-0.114654034,0.0270847,0.3460087,0.27454934,0.34659553,0.08621195,0.645592
attn_1_5_outputs,3,-0.25744984,-0.12748803,-0.14624088,0.40032253,-0.120224535,-0.09054453,-0.6553364
attn_1_5_outputs,4,-0.4862269,-0.46006584,-0.2221699,-0.11807112,-0.02135582,-0.32850385,1.3491843
attn_1_5_outputs,5,-0.10808978,0.05583167,0.021505862,0.11828667,0.19329663,0.5804201,-0.00767811
attn_1_5_outputs,<pad>,-0.26113907,-0.37709913,-0.5315016,-0.057187,0.45347598,0.053358734,-0.10158811
attn_1_5_outputs,<s>,0.1583552,0.32235453,0.17899756,0.5128384,-0.06914341,0.31762534,-0.7637028
attn_1_6_outputs,0,0.23796804,-0.53804773,0.037980292,-0.03631402,0.20880969,-0.1342524,0.70644486
attn_1_6_outputs,1,-0.1519777,-0.378096,0.24350134,-0.07160461,-0.4423738,1.0904509,0.4094198
attn_1_6_outputs,2,0.34253287,0.09430612,-0.09344834,0.053040575,0.38482276,0.22490434,0.95297545
attn_1_6_outputs,3,-0.40205824,-0.09828733,-0.09731753,-0.018313484,-0.21501844,0.24551848,0.1984197
attn_1_6_outputs,4,0.20075631,0.012735753,0.5133036,-0.103522405,0.32246536,0.063987136,-1.6730541
attn_1_6_outputs,5,0.13330787,-0.18271436,0.26505306,-0.05308564,-0.05555596,0.18528351,-0.14851758
attn_1_6_outputs,6,-0.20117293,-0.25324422,1.5431527,0.82214093,0.14784679,0.17927155,-0.716671
attn_1_6_outputs,7,0.65597117,-0.6561571,0.33598697,0.005272581,0.17324361,-0.34204382,-0.3437658
attn_1_7_outputs,0,0.2033967,-0.33547285,-0.2662562,-0.009471678,-1.0927749,-0.20905747,0.09791819
attn_1_7_outputs,1,0.027678497,0.20754504,0.9474234,-0.5076112,-0.1533873,-0.32192025,-0.6066022
attn_1_7_outputs,2,0.2640355,0.03838969,-3.1266246,-0.3519385,-0.055843987,0.12044891,2.5469258
attn_1_7_outputs,3,-0.09118361,-0.0540823,1.1450964,-0.30235797,-0.33224067,-0.46631956,-1.1643797
attn_1_7_outputs,4,-0.21185175,-0.35871932,2.4185455,-0.6967775,-0.56661934,-0.42520595,-3.6049323
attn_1_7_outputs,5,0.20566697,0.015879197,1.4790832,-0.26485202,-0.53730893,-0.7291105,-0.35752258
attn_1_7_outputs,6,0.46788114,-0.2949146,-0.51548576,1.0322111,-0.46040478,0.6269471,0.2807856
attn_1_7_outputs,7,0.051780563,1.0781393,-0.39856786,-0.28080612,0.6469431,-1.1587671,1.2458122
attn_2_0_outputs,0,0.38069728,-0.11444109,0.31174392,-0.007655184,0.06056696,0.09929654,-1.6566373
attn_2_0_outputs,1,0.5765758,0.29852128,0.44245416,0.34909177,0.43083552,0.4912723,-3.0714254
attn_2_0_outputs,2,0.17958312,-0.16975285,0.11049934,0.005421676,0.4531318,0.107455246,0.31067735
attn_2_0_outputs,3,0.39126804,0.058487654,0.055119857,-0.039529305,0.20773412,0.9390699,-3.3185127
attn_2_0_outputs,4,0.48046398,0.0934729,0.4129505,0.33801526,0.4552932,0.20606886,-2.9051843
attn_2_0_outputs,5,-0.54399925,-0.4501525,-0.5132962,-0.30261856,-0.5972467,-2.486373,6.0776806
attn_2_0_outputs,6,0.7490465,0.37786165,0.48722398,0.7067463,0.76031923,0.22267108,-2.915031
attn_2_0_outputs,7,0.24106614,0.019918593,0.2290535,0.21380512,0.02862455,0.010400994,-2.9125962
attn_2_1_outputs,0,0.25064093,-0.45557308,-0.10888227,-0.17824331,-0.0006760701,-0.21019796,0.18112588
attn_2_1_outputs,1,0.2529541,0.52678585,0.17135307,0.09380992,0.4823312,0.19682705,-0.5633526
attn_2_1_outputs,2,0.17792115,-0.26296246,0.33942378,0.057846386,0.20690988,0.13620643,-0.48474804
attn_2_1_outputs,3,0.10088726,-0.14044303,0.032974135,0.4810994,0.32100934,-0.10717471,-0.20006996
attn_2_1_outputs,4,-0.061523262,-0.24817298,-0.120543376,-0.05212483,0.6167727,-0.15809198,0.16293606
attn_2_1_outputs,5,0.03592527,-0.2383306,-0.032533918,-0.01723874,0.08479151,0.2289486,0.07879702
attn_2_1_outputs,<pad>,-0.14962551,-0.44253424,-0.09827401,-0.3698029,-0.31654558,0.024299737,0.91443014
attn_2_1_outputs,<s>,0.19032234,-0.061655745,0.25403666,0.28231233,-0.70219284,0.54532176,0.26935416
attn_2_2_outputs,0,0.6624996,-0.35028955,0.7391633,-0.60357654,1.1143861,-0.40396902,0.5363226
attn_2_2_outputs,1,0.37932307,-0.17749886,0.24337213,0.137567,0.2771968,-0.033115406,0.13965833
attn_2_2_outputs,2,-0.08115328,0.3434997,0.5176052,-1.4400005,0.68982226,0.3185714,-0.073237315
attn_2_2_outputs,3,-0.47541234,-0.32610187,0.92022586,0.2935403,0.27113193,-0.4060399,-0.19473359
attn_2_2_outputs,4,-0.92433333,-0.359078,0.8558303,-0.33800876,0.7819833,0.6209535,0.20799102
attn_2_2_outputs,5,-0.1702005,-0.048342325,0.68980134,-0.41345,0.80566996,-0.12823631,0.25493142
attn_2_2_outputs,6,0.8272742,-0.26602176,1.087263,0.6779738,1.1163539,0.4529174,0.09443344
attn_2_2_outputs,7,0.35453585,0.16788737,-0.5716531,0.38767982,-0.19774681,0.09630903,-0.37788007
attn_2_3_outputs,0,-0.744389,0.20533097,-0.038108032,0.38289508,0.7214547,-0.39687982,0.5546622
attn_2_3_outputs,1,-0.15517667,-0.22855595,-0.08687724,-0.26514423,-0.120095864,-0.1115974,0.41151786
attn_2_3_outputs,2,0.4483025,0.20196056,1.1185371,0.14096838,-1.3926067,-0.8546252,-0.122452594
attn_2_3_outputs,3,0.3345484,0.048234988,-0.21863334,0.23279276,0.19469553,-0.1516787,-0.20546831
attn_2_3_outputs,4,-0.120550625,0.48451293,1.128815,0.73069316,-1.0198457,-0.32045555,-0.14810655
attn_2_3_outputs,5,-0.5367167,-1.1980776,-0.44364828,0.81465465,-0.48022848,-0.19688506,0.1512216
attn_2_3_outputs,6,0.29209623,0.23980717,0.052444767,0.23967107,0.40205246,0.2987206,-0.5011639
attn_2_3_outputs,7,0.13057512,0.17157197,-0.07742253,0.009244126,-0.20622729,0.07265321,-0.28832704
attn_2_4_outputs,0,-0.389488,-0.32031292,-0.11480537,-0.08433769,-0.3271918,-0.20876424,-0.520672
attn_2_4_outputs,1,-0.2350916,-0.18362282,-0.20534046,-0.16903804,-0.21535894,-0.18734609,-0.5264529
attn_2_4_outputs,2,-0.33487725,-0.6478306,-0.2224748,-0.47804233,-0.22157934,-0.0064379293,-0.23231904
attn_2_4_outputs,3,0.12395482,0.47282633,0.28641638,-0.12804563,0.10152107,0.3993764,0.13921806
attn_2_4_outputs,4,0.19167547,0.11457117,0.06763054,-0.23470405,0.056934237,0.09850296,1.5330887
attn_2_4_outputs,5,0.37113327,0.29050887,0.23301834,0.18045858,0.15470158,0.2776973,0.7890403
attn_2_4_outputs,6,0.06394424,0.49147275,0.42723778,0.29283088,-0.20922868,0.06689637,-0.026557757
attn_2_4_outputs,7,0.10821987,0.14651221,0.24695006,0.18974672,0.049599335,0.251848,0.14892323
attn_2_5_outputs,0,-2.2221177,0.022832884,0.70218563,0.54087496,0.07365075,0.51117,2.2691207
attn_2_5_outputs,1,0.457208,-3.0933568,0.72953975,0.35233513,0.10544837,0.24250005,2.2971356
attn_2_5_outputs,2,0.5438394,-0.48772645,-2.158848,0.34124786,0.16735922,0.3365105,1.871533
attn_2_5_outputs,3,0.57401794,-0.27774948,0.77267265,-2.457373,0.11836797,0.4168248,2.2606752
attn_2_5_outputs,4,0.3976284,-0.15402095,0.7651589,0.48442563,-3.1276157,0.30167994,1.5984564
attn_2_5_outputs,5,0.81553143,0.18126823,1.0559663,0.96391135,0.3446161,-2.2556565,2.3211048
attn_2_5_outputs,<pad>,0.28239933,-1.1826969,0.54358953,0.25764614,-0.36838087,0.625348,1.0745044
attn_2_5_outputs,<s>,0.7226311,1.5556195,0.65554917,0.44444793,0.4806009,0.6721108,-22.703102
attn_2_6_outputs,0,0.0288635,-0.09601544,0.40861705,-0.19273555,0.16292813,-0.5950303,0.57755435
attn_2_6_outputs,1,-0.037901502,-0.02934773,0.036021233,-0.16716915,-0.010627011,0.7979568,-0.028414568
attn_2_6_outputs,2,0.1083408,0.28262988,0.368368,0.41091937,0.27838093,-0.57664937,0.17464344
attn_2_6_outputs,3,0.5850371,0.067501545,0.32347596,0.35970727,0.24682055,-0.75592726,0.22682078
attn_2_6_outputs,4,-0.2522739,-0.23175,0.3020786,-0.7937131,0.057051025,0.03586371,0.18224773
attn_2_6_outputs,5,0.1278697,0.09030029,0.16577527,0.54443574,-0.058640946,-0.70195466,0.3091983
attn_2_6_outputs,6,-0.037776414,-0.20030603,0.301438,-0.22737244,-0.041571867,0.95234793,-0.4063597
attn_2_6_outputs,7,0.4073135,0.15814771,0.22820625,0.22589646,0.124170974,0.07612284,0.101344176
attn_2_7_outputs,0,0.40024266,-0.33313146,0.51435536,-0.0048831403,-0.2146489,0.11455157,-0.19428249
attn_2_7_outputs,1,0.5014898,0.2523008,-0.7226367,0.47954205,0.1309944,0.3954223,0.07814748
attn_2_7_outputs,2,0.92943275,0.372165,0.16990131,0.14369418,-0.28591058,-0.063805535,-0.1528658
attn_2_7_outputs,3,-1.1084154,-0.03152471,0.30183637,0.28991652,0.044502027,0.3022157,-0.19278027
attn_2_7_outputs,4,-0.00026963322,-0.19460285,-0.113966964,0.1256663,-0.56430626,-0.33637995,-1.0365486
attn_2_7_outputs,5,0.4496363,-0.004897254,0.16162173,-0.27806172,0.41214478,0.43208548,-0.38169417
attn_2_7_outputs,6,0.954393,0.49040255,-0.01661002,-0.3607771,-0.1610438,-0.22987968,-0.19389556
attn_2_7_outputs,7,0.3501997,0.3194533,0.6546341,0.21753152,-0.24652371,-0.031871628,-0.043271523
mlp_0_0_outputs,0,0.26193586,1.1102729,-0.051491614,0.33070853,0.5871809,0.33185247,-1.9216743
mlp_0_0_outputs,1,-0.22895874,1.006049,2.404625,-0.89397883,-0.6295785,0.227439,-1.0054033
mlp_0_0_outputs,2,-1.2146392,0.9793576,0.32440692,0.91569406,0.7350938,0.43848777,-1.3379076
mlp_0_0_outputs,3,2.1140206,-0.8673513,-0.5207547,-0.8864271,-0.00885349,-0.28865305,-0.89594936
mlp_0_0_outputs,4,0.60767347,1.5781938,-0.520576,-1.338892,0.4585954,-0.052261524,-0.2479849
mlp_0_0_outputs,5,0.5194031,1.1262803,0.19682515,0.76956964,-0.6668151,-0.49783385,-2.4508135
mlp_0_0_outputs,6,-0.43916503,0.023851922,-0.051923543,0.50854534,0.51133,0.32627568,0.14328071
mlp_0_0_outputs,7,-0.13992344,-0.5912683,-1.1343879,-1.6931981,-0.24809407,0.16897811,2.4850285
mlp_0_1_outputs,0,-0.047780015,0.11653749,0.23524123,0.6092985,0.34136906,0.93385106,0.06190394
mlp_0_1_outputs,1,-0.65611374,0.43685168,1.0483462,0.9011932,0.758888,0.70601046,-3.5621924
mlp_0_1_outputs,2,1.1233834,0.35915142,0.81988996,-0.13742533,0.23772958,0.11786564,-2.8114572
mlp_0_1_outputs,3,0.06701273,-0.14525062,-0.22324249,-0.13358395,-0.32488003,0.00040275868,-1.1730556
mlp_0_1_outputs,4,1.6816839,-0.6266228,-0.72154605,0.6264543,-0.17195873,-0.027662536,-0.9890307
mlp_0_1_outputs,5,0.5434691,0.43172073,-0.01216895,0.6583288,0.60545975,1.1646947,-4.340401
mlp_0_1_outputs,6,0.41832304,-0.23256826,0.34117982,0.02195478,0.37413806,0.38266882,-0.8171771
mlp_0_1_outputs,7,-3.8201988,-1.9685621,-2.1413407,-1.3390412,-1.8747863,-3.044597,8.655446
mlp_0_2_outputs,0,-0.2519287,-0.113115504,-0.27744216,-0.029225,-0.06928642,-0.49349734,0.27491695
mlp_0_2_outputs,1,0.39083225,0.26243958,0.9053171,0.14977852,0.19293928,-0.2806718,-0.1055292
mlp_0_2_outputs,2,-0.13225576,0.25533187,0.90015507,0.28671336,-0.7528395,0.24435917,0.41179633
mlp_0_2_outputs,3,0.48930225,0.5859547,1.468526,-0.056960367,-0.6115388,0.1260023,-1.4945418
mlp_0_2_outputs,4,0.044815168,-0.35316515,0.92541194,0.03065606,0.9096987,-0.01370137,-1.7556734
mlp_0_2_outputs,5,-0.001851119,-0.0021071436,0.13997537,0.1547749,-0.10530293,0.023781963,-0.5028009
mlp_0_2_outputs,6,0.78470266,-0.007778605,1.6076617,-0.11685935,0.5082614,0.40767056,-2.1610854
mlp_0_2_outputs,7,0.34065565,0.3238258,0.1102438,0.24636967,-0.14027986,0.0010550602,0.22096916
mlp_0_3_outputs,0,1.004544,0.67812175,1.0944686,0.123543456,0.2864787,0.07596017,-2.7700815
mlp_0_3_outputs,1,-0.43398747,0.7721263,-0.36155555,0.81258744,0.23245426,0.030422317,0.9128092
mlp_0_3_outputs,2,-0.5827779,1.3353126,0.7009349,0.91944087,1.7942258,-0.36391205,-7.724481
mlp_0_3_outputs,3,0.526162,0.7526031,0.57417095,0.2918954,0.21058653,1.1071384,-5.419192
mlp_0_3_outputs,4,0.9846792,-0.29528463,-0.42193568,0.063394584,-0.2995433,-0.6142692,2.3441775
mlp_0_3_outputs,5,-0.35618934,-0.46937665,-0.64747506,0.0074423463,-0.74590486,-0.4008731,2.4321158
mlp_0_3_outputs,6,-0.029823238,0.87084323,0.6684728,1.1174123,0.4622284,0.5881558,-1.0132133
mlp_0_3_outputs,7,0.84542495,-1.6452192,-0.816207,-1.094711,-0.82128596,-1.0577179,3.351905
mlp_1_0_outputs,0,0.0036945045,0.4189667,0.5897094,0.30162057,0.31586155,0.41626605,-1.4780093
mlp_1_0_outputs,1,0.23962557,0.19798274,0.61733586,1.2784343,0.270245,0.37923962,-0.5704584
mlp_1_0_outputs,2,0.27127326,0.1113668,0.8557988,1.1111012,1.0733277,0.32331234,-0.08208133
mlp_1_0_outputs,3,0.3364184,0.8054605,0.6722696,0.10387411,0.30714625,0.61422676,-0.17938793
mlp_1_0_outputs,4,-0.42561507,-0.17232393,0.4170929,0.697375,-0.186298,0.4356097,1.3073474
mlp_1_0_outputs,5,0.13790423,0.17643559,0.635352,1.1814784,0.44126162,0.4352218,0.63497245
mlp_1_0_outputs,6,-0.044165343,-0.2675376,0.10607993,0.8588945,-0.062198542,0.022618044,-0.14513174
mlp_1_0_outputs,7,-0.15962593,0.30212945,0.40867415,0.8484435,0.092707224,0.15862818,0.16609494
mlp_1_1_outputs,0,-0.28438628,0.57353973,-0.3950611,0.04758208,-0.111357085,0.17111255,-0.19719885
mlp_1_1_outputs,1,0.34640142,-0.00379943,0.2529104,0.096934184,0.70380497,0.42927223,-0.6391189
mlp_1_1_outputs,2,0.37642092,0.45309886,-0.0594402,0.12097698,0.24575679,-0.66841763,-0.60039485
mlp_1_1_outputs,3,0.5633092,0.27726334,-0.090273865,-0.64709705,0.039005212,-0.023582447,-0.26757365
mlp_1_1_outputs,4,0.22297491,0.41974223,0.09483881,0.2965103,0.20126447,-0.3836959,-0.28173193
mlp_1_1_outputs,5,0.17309225,0.050711177,-0.2114223,0.06388043,-0.17149606,0.17842194,-0.14032684
mlp_1_1_outputs,6,-0.08898597,-0.24901456,-0.30654866,-0.5404285,0.15811649,-0.15500985,-0.7458286
