feature,value,F,P,T
attn_0_7_outputs,_,1.2233714,0.71608347,0.118796
attn_0_7_outputs,_,0.97734845,0.40981585,-0.9136223
attn_0_7_outputs,_,0.03517519,0.25213522,-0.5429466
attn_0_7_outputs,_,-0.13612871,0.22351252,-1.232357
attn_0_7_outputs,_,0.50794756,-0.08623868,-0.55423665
attn_0_7_outputs,_,0.47380486,0.008841793,-0.2553176
attn_0_7_outputs,_,0.616,0.23336636,-0.36711374
attn_0_7_outputs,_,0.70452374,-0.011593036,-1.9289641
attn_1_0_outputs,(,-0.64729774,0.4096014,-0.8817331
attn_1_0_outputs,),1.3753803,-1.310907,-0.77424926
attn_1_0_outputs,<pad>,-0.50430167,0.7405169,-0.108365096
attn_1_0_outputs,<s>,-1.7225709,0.9966297,-0.016178655
attn_1_0_outputs,_,-0.48117754,-0.9346115,-0.08994177
attn_1_0_outputs,_,0.22401744,0.23865126,-0.58665574
attn_1_0_outputs,_,0.12659138,-0.598798,-1.0711187
attn_1_0_outputs,_,0.24791022,0.32018027,-0.21816063
attn_1_0_outputs,_,-0.4085545,1.158828,0.18313837
attn_1_0_outputs,_,-0.1290461,-0.05409917,-0.76758957
attn_1_0_outputs,_,-1.1817439,0.51828355,-2.8463817
attn_1_0_outputs,_,-0.67528033,0.36922693,-1.2032211
attn_1_0_outputs,_,-0.5302513,-0.59288615,0.29865584
attn_1_0_outputs,_,-1.8921214,1.1726955,0.0050124982
attn_1_0_outputs,_,0.03593862,-0.2253864,-0.7702213
attn_1_0_outputs,_,-0.19235772,0.05693941,-0.17854767
attn_1_1_outputs,(,-0.8144307,0.26747507,0.5178569
attn_1_1_outputs,),1.0310564,-1.3223311,1.5231311
attn_1_1_outputs,<pad>,-0.45292434,-0.7460058,0.8899328
attn_1_1_outputs,<s>,0.68173486,0.695054,-4.752694
attn_1_1_outputs,_,-0.257304,0.34969294,-0.84690577
attn_1_1_outputs,_,-0.4879579,0.2290655,-0.49842957
attn_1_1_outputs,_,-0.69902587,-0.7554458,0.37307146
attn_1_1_outputs,_,0.41095975,-0.78558916,-0.1222001
attn_1_1_outputs,_,0.12642859,0.903521,0.5163186
attn_1_1_outputs,_,0.25350603,0.22399536,-0.033205017
attn_1_1_outputs,_,0.45136264,1.0779744,-1.1084027
attn_1_1_outputs,_,-1.0167524,0.6840522,-1.326676
attn_1_1_outputs,_,0.45556602,0.20789151,-0.24904792
attn_1_1_outputs,_,-1.2990092,1.6123523,-1.3656318
attn_1_1_outputs,_,0.5273162,-0.44324538,0.2889174
attn_1_1_outputs,_,-0.5088228,-0.35026854,-0.07053003
attn_1_2_outputs,(,-0.5926094,0.35749343,0.8423555
attn_1_2_outputs,),2.1138399,-1.8139284,-0.0011622264
attn_1_2_outputs,<pad>,0.5124073,-0.3689728,0.93916017
attn_1_2_outputs,<s>,-0.1338242,1.6946505,-0.47475135
attn_1_2_outputs,_,0.15774304,-0.36694473,0.1931074
attn_1_2_outputs,_,0.22663693,0.72340876,0.9209719
attn_1_2_outputs,_,0.18641543,0.6656914,0.8421811
attn_1_2_outputs,_,0.7702466,-0.50738525,0.8513059
attn_1_2_outputs,_,0.24350153,-0.6436025,0.006078608
attn_1_2_outputs,_,0.1659238,0.31675193,-0.163592
attn_1_2_outputs,_,0.6550938,0.9174384,-0.86583114
attn_1_2_outputs,_,-1.9578807,2.4361336,-0.5752256
attn_1_2_outputs,_,-0.13325104,0.3657863,-0.24312621
attn_1_2_outputs,_,0.56588453,-0.18977463,1.0061709
attn_1_2_outputs,_,-0.33473566,0.3795184,0.5055355
attn_1_2_outputs,_,-0.00031727273,-0.013455453,0.45062432
attn_1_3_outputs,(,-0.332238,0.96016425,0.27554062
attn_1_3_outputs,),2.0111067,-2.8053768,-0.5340969
attn_1_3_outputs,<pad>,0.29018024,0.36636618,1.2151861
attn_1_3_outputs,<s>,-0.60811156,0.89646107,-0.13929582
attn_1_3_outputs,_,-0.44497976,-0.8419766,-0.55016696
attn_1_3_outputs,_,0.21618403,0.66774356,-0.3178844
attn_1_3_outputs,_,-0.77976096,0.16679567,-0.17757533
attn_1_3_outputs,_,0.43291882,-0.06502412,0.68844837
attn_1_3_outputs,_,0.04212552,-0.69141376,-0.6285809
attn_1_3_outputs,_,0.14629962,0.06299544,-0.1800742
attn_1_3_outputs,_,0.20221783,1.52891,-1.862217
attn_1_3_outputs,_,-0.6988005,0.18211539,0.56867033
attn_1_3_outputs,_,0.44026893,0.44935322,-0.20009997
attn_1_3_outputs,_,-0.58836704,0.78959966,1.8074868
attn_1_3_outputs,_,0.5193335,-0.042248987,0.6301616
attn_1_3_outputs,_,0.5083712,0.65256643,-1.0836124
attn_1_4_outputs,(,-0.43108603,1.2194133,0.2957876
attn_1_4_outputs,),0.589305,-1.3585078,0.22637296
attn_1_4_outputs,<pad>,0.1496819,0.469722,0.40809944
attn_1_4_outputs,<s>,-0.8765762,1.1509036,-1.7563432
attn_1_4_outputs,_,-0.040614713,-0.67597574,-0.6072295
attn_1_4_outputs,_,-0.4053643,0.42827716,-0.024321314
attn_1_4_outputs,_,1.2921224,-0.6523895,-0.50879043
attn_1_4_outputs,_,1.0233835,0.42226306,-0.4121845
attn_1_4_outputs,_,-0.4763555,0.36112797,0.57292604
attn_1_4_outputs,_,0.2759437,-0.37786967,-0.42264488
attn_1_4_outputs,_,-0.8325634,0.87069887,-0.23775159
attn_1_4_outputs,_,0.25979775,0.4477532,-0.21833438
attn_1_4_outputs,_,-0.078360766,1.0233259,0.10255492
attn_1_4_outputs,_,-0.6072541,0.022105724,-0.43779585
attn_1_4_outputs,_,-0.6894017,-0.13715371,1.4462675
attn_1_4_outputs,_,-0.2469862,1.3450155,-0.19487603
attn_1_5_outputs,(,1.778252,0.6941325,-2.9068844
attn_1_5_outputs,),-1.3701262,0.6021852,-0.9627788
attn_1_5_outputs,<pad>,1.4107759,-1.9122727,-1.363462
attn_1_5_outputs,<s>,-1.0574889,-1.4902602,6.256077
attn_1_5_outputs,_,-0.5040714,1.5111959,0.44041067
attn_1_5_outputs,_,-1.157496,1.5589162,1.6040372
attn_1_5_outputs,_,-0.4034658,1.3126383,0.75224155
attn_1_5_outputs,_,-1.1369203,0.9040914,0.72641706
attn_1_5_outputs,_,-1.2339398,1.0185606,-0.30751008
attn_1_5_outputs,_,0.78943455,0.15178826,-0.015012366
attn_1_5_outputs,_,-2.2240098,2.1973407,-0.67483634
attn_1_5_outputs,_,-2.3463063,1.5133904,-1.29101
attn_1_5_outputs,_,-1.7260593,2.0628731,1.3762535
attn_1_5_outputs,_,0.57079804,0.21270199,0.11426415
attn_1_5_outputs,_,-2.0281487,1.5488378,0.6610934
attn_1_5_outputs,_,-0.23135151,-0.7179954,-0.03701769
attn_1_6_outputs,(,0.42027003,-0.5138097,-1.0571969
attn_1_6_outputs,),1.2161955,-0.57174534,-0.7264579
attn_1_6_outputs,<pad>,-0.15680546,1.0793016,0.47294277
attn_1_6_outputs,<s>,-1.66257,1.0157474,0.79231334
attn_1_6_outputs,_,-0.0060836007,-1.4037477,-0.5194908
attn_1_6_outputs,_,0.58450407,0.4693221,0.080625325
attn_1_6_outputs,_,-1.2281228,0.43853477,-0.0666147
attn_1_6_outputs,_,1.9686753,-0.47646534,-0.73382276
attn_1_6_outputs,_,0.52898043,-0.24606484,-0.27266726
attn_1_6_outputs,_,0.79722595,-0.6892156,-0.40538663
attn_1_6_outputs,_,-0.86053246,1.3563552,-1.1511483
attn_1_6_outputs,_,-1.3524307,2.5273013,-0.9863418
attn_1_6_outputs,_,-0.036441907,-0.32471296,-0.07741492
attn_1_6_outputs,_,-1.3206573,1.0326688,-0.6440866
attn_1_6_outputs,_,1.4891963,0.44884127,0.27651563
attn_1_6_outputs,_,-0.89743423,-0.5905071,-0.2451361
attn_1_7_outputs,(,-1.226561,0.9363605,-0.15891857
attn_1_7_outputs,),2.0324776,-1.9866495,-1.1167688
attn_1_7_outputs,<pad>,0.48230377,-0.29322416,1.0581311
attn_1_7_outputs,<s>,-0.48594132,-0.06793913,1.1310753
attn_1_7_outputs,_,1.536103,-1.0449504,-0.35843375
attn_1_7_outputs,_,0.23356831,-0.23911528,-0.7079206
attn_1_7_outputs,_,0.044573803,0.25086674,-0.25571343
attn_1_7_outputs,_,1.0541147,-0.5126545,-0.95807767
attn_1_7_outputs,_,0.2431332,0.35063478,0.12546286
attn_1_7_outputs,_,0.56029373,-1.1327701,-0.6381592
attn_1_7_outputs,_,0.08625894,0.59095234,-2.0738482
attn_1_7_outputs,_,-1.576371,1.5759804,-0.5861894
attn_1_7_outputs,_,0.05188317,-0.84457916,0.078111194
attn_1_7_outputs,_,-1.222578,0.2442848,-0.10169644
attn_1_7_outputs,_,0.12285857,0.22055785,0.41982687
attn_1_7_outputs,_,0.8309776,0.18366118,-0.53436744
attn_2_0_outputs,(,-0.8562005,0.80253273,0.31126785
attn_2_0_outputs,),1.6881155,-3.0215092,-0.657597
attn_2_0_outputs,<pad>,-0.81830657,0.3965495,0.3621408
attn_2_0_outputs,<s>,-0.033589013,0.5531923,-1.3754232
attn_2_0_outputs,_,0.41603565,0.27905816,-0.9145595
attn_2_0_outputs,_,-0.0109667815,0.570288,-0.42758217
attn_2_0_outputs,_,0.90034425,0.25726384,-0.2681388
attn_2_0_outputs,_,1.1703402,-0.51773715,0.24901904
attn_2_0_outputs,_,-0.008125495,-0.027110722,0.6647979
attn_2_0_outputs,_,-0.2251547,-0.43412474,-0.45776418
attn_2_0_outputs,_,-0.26688007,0.88435304,-1.5035958
attn_2_0_outputs,_,0.45654437,-0.58125323,0.47569826
attn_2_0_outputs,_,0.6859406,-0.005192822,0.35987088
attn_2_0_outputs,_,-0.259288,1.5440617,1.2036322
attn_2_0_outputs,_,-0.1881017,0.4364065,0.128873
attn_2_0_outputs,_,-0.95308465,0.18339267,0.27978593
attn_2_1_outputs,(,0.60951686,0.74285054,-0.37885872
attn_2_1_outputs,),0.45426285,0.15883115,-0.79906934
attn_2_1_outputs,<pad>,0.17508969,0.44160238,-0.13093838
attn_2_1_outputs,<s>,-0.18703425,0.5018766,-0.26226145
attn_2_1_outputs,_,0.21162266,0.6981453,0.51860297
attn_2_1_outputs,_,0.08791304,0.14128709,0.3869659
attn_2_1_outputs,_,-0.18251665,0.9159317,-0.14898962
attn_2_1_outputs,_,-0.9606295,-0.1097372,-0.47349164
attn_2_1_outputs,_,0.1529319,0.8667539,0.15301584
attn_2_1_outputs,_,-1.1374472,0.8047006,-0.64130205
attn_2_1_outputs,_,-1.1398696,1.9695222,-0.026029792
attn_2_1_outputs,_,-0.63682365,0.21575934,-0.27062532
attn_2_1_outputs,_,0.26735833,0.80885875,-0.0027950525
attn_2_1_outputs,_,0.088123076,0.932109,-1.2673185
attn_2_1_outputs,_,-0.6789151,0.45581424,-0.12498253
attn_2_1_outputs,_,-0.29383448,0.5941966,-0.48495302
attn_2_2_outputs,(,0.93554574,-0.58537835,-0.8415803
attn_2_2_outputs,),1.6290222,-0.5389894,-0.7230883
attn_2_2_outputs,<pad>,0.44743446,0.6808433,-1.1608939
attn_2_2_outputs,<s>,-3.0525196,2.2135732,0.53264576
attn_2_2_outputs,_,0.5077398,0.6851497,1.5597793
attn_2_2_outputs,_,-1.5438006,1.7075733,-0.9014207
attn_2_2_outputs,_,0.9707631,0.120627426,0.13130312
attn_2_2_outputs,_,-0.5839043,0.61300355,0.09797859
attn_2_2_outputs,_,0.62138116,-0.45720568,0.07111704
attn_2_2_outputs,_,1.4749031,-1.7105966,0.019602774
attn_2_2_outputs,_,-1.9707584,0.2739461,-0.5609979
attn_2_2_outputs,_,0.45091656,-0.9742875,0.07835476
attn_2_2_outputs,_,0.9522119,-0.25557956,0.4300289
attn_2_2_outputs,_,1.4795827,-0.7634273,1.3948832
attn_2_2_outputs,_,-0.47077307,-1.1060531,-0.71232986
attn_2_2_outputs,_,-0.1666441,0.18822359,0.5954714
attn_2_3_outputs,0,1.3940738,-1.0270778,-0.18776077
attn_2_3_outputs,1,-1.9206138,0.881486,0.40537974
attn_2_3_outputs,10,-1.2304907,2.213859,-0.04458148
attn_2_3_outputs,11,-1.3853918,1.3800046,1.3186997
attn_2_3_outputs,12,-2.6892009,1.9382652,2.85138
attn_2_3_outputs,13,-0.5028104,-0.16744727,0.37990892
attn_2_3_outputs,14,-0.02593596,-0.5397294,1.2321298
attn_2_3_outputs,15,-0.8860198,-0.5015199,0.84876925
attn_2_3_outputs,2,2.8954983,-2.923239,-3.7577355
attn_2_3_outputs,3,-0.04675887,0.6366371,1.7820852
attn_2_3_outputs,4,-1.0933551,0.47946036,1.5353627
attn_2_3_outputs,5,-0.7634874,0.41347268,1.2793531
attn_2_3_outputs,6,0.027458796,0.020365786,0.29562253
attn_2_3_outputs,7,-0.31297278,0.9002917,-0.05642451
attn_2_3_outputs,8,-0.8483207,-0.9291693,0.62593305
attn_2_3_outputs,9,0.26203695,-0.49809724,0.24081959
attn_2_4_outputs,(,-3.791055,1.639263,4.8599563
attn_2_4_outputs,),0.39731428,-1.311776,-1.1686431
attn_2_4_outputs,<pad>,0.8005322,-1.5540586,-1.8826406
attn_2_4_outputs,<s>,4.294127,-2.016312,-6.6267047
attn_2_4_outputs,_,-1.3659835,2.519915,3.0088875
attn_2_4_outputs,_,-1.4300326,1.2332145,1.6680943
attn_2_4_outputs,_,-0.96681434,1.4946269,-0.38494635
attn_2_4_outputs,_,-0.38871822,1.5481408,1.4799509
attn_2_4_outputs,_,-0.07259894,-0.5802254,0.31373516
attn_2_4_outputs,_,-0.2243557,0.54000676,1.868273
attn_2_4_outputs,_,-1.025571,0.6142704,-0.52514744
attn_2_4_outputs,_,-1.6438282,0.24546294,0.17596869
attn_2_4_outputs,_,1.2800332,0.23010086,0.6616328
attn_2_4_outputs,_,0.61286926,0.09569978,-0.8781863
attn_2_4_outputs,_,0.8005845,-0.27360636,-0.20226489
attn_2_4_outputs,_,0.6663829,-0.053033758,-0.42937943
attn_2_5_outputs,0,-1.1314284,1.5117897,1.7160249
attn_2_5_outputs,1,0.043229666,-0.046509467,0.12989873
attn_2_5_outputs,10,-1.0003234,0.83027583,0.07568355
attn_2_5_outputs,11,-0.5877289,1.1611799,0.117625386
attn_2_5_outputs,12,1.7273362,-1.487384,-2.2778473
attn_2_5_outputs,13,0.071641855,0.0037782562,0.18254411
attn_2_5_outputs,14,1.4229351,-0.87797666,-1.073454
attn_2_5_outputs,15,0.06433683,-0.35225627,0.12191065
attn_2_5_outputs,2,10.315641,-8.211716,-9.565866
attn_2_5_outputs,3,2.7763357,-2.5352793,-1.3405025
attn_2_5_outputs,4,-3.212094,2.3588398,0.9798142
attn_2_5_outputs,5,0.028392771,0.3514438,-0.17261313
attn_2_5_outputs,6,3.9305828,-2.8087306,-3.025606
attn_2_5_outputs,7,-0.4164398,0.74479437,-0.4607864
attn_2_5_outputs,8,0.28861764,0.025749521,0.7238358
attn_2_5_outputs,9,1.5088339,-0.79964465,-0.34213942
attn_2_6_outputs,(,-1.2713903,1.4766097,0.4785096
attn_2_6_outputs,),2.2007027,-0.9918806,-2.9681082
attn_2_6_outputs,<pad>,0.018084541,0.44882402,0.32554594
attn_2_6_outputs,<s>,0.73630995,-0.30057496,-1.190941
attn_2_6_outputs,_,-0.5504748,-0.35120335,-0.35497934
attn_2_6_outputs,_,-1.1008867,-0.12999794,-0.3117416
attn_2_6_outputs,_,-0.36806914,0.041785605,-0.5397805
attn_2_6_outputs,_,0.3418366,0.3039521,0.57915056
attn_2_6_outputs,_,1.2201701,-1.6378386,1.250217
attn_2_6_outputs,_,-0.33544445,-0.3036252,-0.4121365
attn_2_6_outputs,_,-0.81279033,1.1948223,-0.023906866
attn_2_6_outputs,_,-2.6037524,2.0253015,-0.05300357
attn_2_6_outputs,_,-0.7990976,0.27481842,0.57198036
attn_2_6_outputs,_,-1.3052831,-0.1327967,-0.890241
attn_2_6_outputs,_,-0.15687627,0.5459331,-0.3718652
attn_2_6_outputs,_,-0.07293722,-0.6649204,-0.16838925
attn_2_7_outputs,(,-1.1990734,2.1034248,0.9818245
attn_2_7_outputs,),5.5699067,-3.5765767,-5.7884045
attn_2_7_outputs,<pad>,0.17115591,0.40333158,0.40168706
attn_2_7_outputs,<s>,1.4380573,-1.2820632,0.3100437
attn_2_7_outputs,_,0.17912878,-0.3748132,-0.0030823
attn_2_7_outputs,_,0.5008476,-0.4242048,-0.39256924
attn_2_7_outputs,_,0.7582874,-1.3437475,-1.0167055
attn_2_7_outputs,_,0.49458307,-1.3514485,-0.8150973
attn_2_7_outputs,_,-1.0132122,1.0480957,0.6167621
attn_2_7_outputs,_,-0.22890119,-0.012963008,-0.18300258
attn_2_7_outputs,_,-0.6308191,1.0463905,-0.9726136
attn_2_7_outputs,_,-0.35478857,-0.0151936505,0.30701295
attn_2_7_outputs,_,0.91728264,-1.0836328,-1.4522103
attn_2_7_outputs,_,0.7796651,-1.112614,-0.39223406
attn_2_7_outputs,_,-0.29733214,1.127376,-0.80522907
attn_2_7_outputs,_,-0.41304603,0.22210853,-0.18866973
mlp_0_0_outputs,0,0.021198789,-0.45006958,-0.003639254
mlp_0_0_outputs,1,0.53208905,0.070611626,-0.19263105
mlp_0_0_outputs,10,-0.4868306,-1.1257657,-0.022165505
mlp_0_0_outputs,11,0.1526744,0.22000216,0.30176574
mlp_0_0_outputs,12,-0.69556946,-0.31200248,-0.905253
mlp_0_0_outputs,13,-0.46999812,0.10236699,0.43638065
mlp_0_0_outputs,14,0.7261184,-0.58477247,0.04898144
mlp_0_0_outputs,15,-0.3148382,1.0295537,0.20141736
mlp_0_0_outputs,2,-0.31034023,-0.2849805,-0.7011912
mlp_0_0_outputs,3,0.03539386,0.72411454,-0.083338946
mlp_0_0_outputs,4,0.785223,0.5863505,-0.088789046
mlp_0_0_outputs,5,0.32025847,0.2325702,0.34014133
mlp_0_0_outputs,6,0.14562178,-0.85496324,0.48451078
mlp_0_0_outputs,7,-0.5683678,-0.15942954,0.08609108
mlp_0_0_outputs,8,0.37003684,-0.29936087,0.7342479
mlp_0_0_outputs,9,0.095513485,-0.43818307,0.54058605
mlp_0_1_outputs,0,-0.14107344,1.0568343,0.50419146
mlp_0_1_outputs,1,-1.9162999,0.5915663,2.474731
mlp_0_1_outputs,10,2.381056,-0.7838103,-7.262068
mlp_0_1_outputs,11,-0.4331698,-0.13490357,-0.5468112
mlp_0_1_outputs,12,0.40484342,0.055592638,-0.017584985
mlp_0_1_outputs,13,0.55687195,-0.46218753,0.23396242
mlp_0_1_outputs,14,-0.2990633,0.18350916,0.4371311
mlp_0_1_outputs,15,0.5009616,0.33401924,0.36271006
mlp_0_1_outputs,2,-0.12389222,0.0004693736,-1.4136101
mlp_0_1_outputs,3,0.5035351,-0.05200933,0.24892163
mlp_0_1_outputs,4,-0.38166702,0.1523208,-0.56074256
mlp_0_1_outputs,5,-0.13677803,0.25710452,0.27348793
mlp_0_1_outputs,6,0.552699,-0.61035633,-1.3498962
mlp_0_1_outputs,7,0.33691183,0.110049546,0.37065116
mlp_0_1_outputs,8,-0.34142378,0.55844545,-0.37583756
mlp_0_1_outputs,9,-1.2320212,-0.36161017,0.28922766
mlp_0_2_outputs,0,0.37821284,-0.30726776,0.017256707
mlp_0_2_outputs,1,-0.3625094,-0.48058686,0.18236859
mlp_0_2_outputs,10,0.18988335,-0.6639074,-1.6153157
mlp_0_2_outputs,11,-0.41533652,-0.25859123,0.53552824
mlp_0_2_outputs,12,-0.42679122,-0.0533019,-0.40410802
mlp_0_2_outputs,13,-0.34456804,-0.30324775,-0.6032305
mlp_0_2_outputs,14,0.1644477,-0.31390023,0.27794284
mlp_0_2_outputs,15,0.2938589,-0.61517763,0.8388414
mlp_0_2_outputs,2,0.19781385,-0.22421852,-0.16926752
mlp_0_2_outputs,3,0.32186326,0.6245461,-0.15014996
mlp_0_2_outputs,4,0.034157336,-0.9626223,0.3121025
