feature,value,0,1,2,3,4
attn_0_3_outputs,3,-9.774161,-6.630783,-0.6135139,7.905448,2.3533192
attn_0_3_outputs,4,-12.426147,-9.234469,-3.574072,4.1587915,14.047162
attn_0_3_outputs,</s>,-4.6650424,-3.240851,-1.7017452,2.632841,6.9260855
attn_0_3_outputs,<pad>,-0.7803622,-0.16891778,0.42231166,-0.11307383,-0.3041337
attn_0_3_outputs,<s>,0.2458686,-1.8348123,-1.403487,0.39682958,1.4361156
attn_1_0_outputs,0,3.4249582,0.4830792,-1.4701751,-2.006143,-1.3161409
attn_1_0_outputs,1,1.6426649,1.2126992,-0.69759977,-1.437486,-1.3773936
attn_1_0_outputs,2,0.23226358,0.64345044,1.8823681,-1.4889188,-2.2751608
attn_1_0_outputs,3,-2.1088793,-1.0431234,-0.4745396,2.6021097,0.0047708363
attn_1_0_outputs,4,-0.4867569,-1.6423402,-1.241547,0.5894667,2.0828123
attn_1_0_outputs,</s>,-2.0974174,-2.5358207,-0.59028447,2.7884414,3.1243649
attn_1_0_outputs,<pad>,-1.4079151,0.42247453,0.79169756,1.1603345,0.31134152
attn_1_0_outputs,<s>,-0.8227935,-2.4848738,-0.8918966,1.4806012,2.132991
attn_1_1_outputs,0,13.7478485,2.4539003,-4.1379776,-8.794688,-13.024131
attn_1_1_outputs,1,3.659074,7.3829765,-0.4129496,-6.3457537,-8.960195
attn_1_1_outputs,2,-3.8716147,-0.74163604,4.9987493,0.16779378,-3.0191104
attn_1_1_outputs,3,-9.338297,-5.943794,-0.07820616,6.4413576,3.6664085
attn_1_1_outputs,4,-11.835959,-7.989941,-2.6649897,4.1501045,14.6659155
attn_1_1_outputs,</s>,-1.7373832,-1.0473574,-0.07293691,0.88357306,3.197291
attn_1_1_outputs,<pad>,-0.26156133,0.73238564,1.010969,-0.0779104,-0.3386485
attn_1_1_outputs,<s>,-5.260586,-0.10670824,1.731505,2.0308712,-6.089484
attn_1_2_outputs,0,11.480239,2.3556077,-2.5624404,-6.0736723,-8.765706
attn_1_2_outputs,1,2.2337794,6.481738,-0.6245802,-4.446057,-7.1153054
attn_1_2_outputs,2,-4.0426908,-1.4142859,4.2344704,0.5490717,-2.002491
attn_1_2_outputs,3,-7.267531,-4.5090466,0.7685141,7.347656,-0.10958998
attn_1_2_outputs,4,-9.947915,-7.479793,-2.613032,2.9863348,10.500013
attn_1_2_outputs,</s>,0.53556585,0.11474143,-0.014953171,-1.402238,0.556593
attn_1_2_outputs,<pad>,-0.25244236,0.8308479,0.7589563,-0.32094172,-1.2273515
attn_1_2_outputs,<s>,-0.53400123,-2.8056118,-0.78918266,0.04643116,2.6973917
attn_1_3_outputs,0,1.9439827,0.1603147,-0.28384447,-0.5827607,-1.5783767
attn_1_3_outputs,1,0.16566427,0.85972536,0.93071663,0.55593437,-0.40285176
attn_1_3_outputs,2,0.22454293,0.38536653,1.0067779,0.041088387,-1.6240689
attn_1_3_outputs,3,-0.34689322,-0.12858017,0.11249515,0.83399034,-0.7050651
attn_1_3_outputs,4,-0.8917678,-1.1450619,-0.80545264,-0.21876524,0.8630245
attn_1_3_outputs,</s>,-0.030100795,-0.6054426,-0.36994955,-0.07122007,0.38008985
attn_1_3_outputs,<pad>,-0.4243932,0.38434273,0.29122502,-0.122149594,0.6827977
attn_1_3_outputs,<s>,-2.117496,-1.7259998,-0.7347762,0.4593257,2.2775197
mlp_0_0_outputs,0,4.0188355,1.367233,-1.417323,-6.483142,-13.193972
mlp_0_0_outputs,1,-3.9137676,-0.15376055,0.49536678,0.9998601,0.047882058
mlp_0_0_outputs,2,-15.88143,-5.672158,0.99274987,3.5297909,4.746169
mlp_0_0_outputs,3,0.70922613,0.12939063,0.303092,0.19436331,-0.15312691
mlp_0_0_outputs,4,-19.113987,-14.055936,-5.2655005,1.665476,7.5324826
mlp_0_0_outputs,5,0.0049047554,0.3532272,-0.61323506,-0.15334794,0.20983703
mlp_0_0_outputs,6,-2.2349446,0.48716977,1.2473469,1.0492531,-0.959091
mlp_0_0_outputs,7,2.0180795,2.697081,1.4667916,-2.6459293,-8.920683
mlp_0_1_outputs,0,4.9354362,2.2356412,-0.82518,-6.697162,-13.193914
mlp_0_1_outputs,1,-14.731216,-4.927309,-0.5305642,1.9409475,2.7460032
mlp_0_1_outputs,2,0.23375379,0.11552315,0.44065633,-0.086906254,0.16232851
mlp_0_1_outputs,3,-0.01565274,-0.505149,0.24257246,-0.20083542,0.091414995
mlp_0_1_outputs,4,1.0003215,0.1339593,0.18748964,0.14529389,0.15201308
mlp_0_1_outputs,5,-0.07818346,0.11651017,0.8559554,0.40377986,0.6004811
mlp_0_1_outputs,6,-5.059556,-0.8851335,1.2983979,1.9971292,1.2971436
mlp_0_1_outputs,7,2.3331697,2.7773235,1.5271827,-2.8835008,-7.8288684
mlp_0_2_outputs,0,-5.812679,-8.050895,-2.0316663,1.604939,3.8419476
mlp_0_2_outputs,1,-15.904148,-4.8865576,0.7665841,2.2370648,4.8236346
mlp_0_2_outputs,2,0.023708992,0.23602854,-0.21941465,-0.06791145,0.14681834
mlp_0_2_outputs,3,-5.155198,1.1561449,2.7422621,0.84532666,-1.3750209
mlp_0_2_outputs,4,-1.6516947,0.14862537,0.27884433,0.09279299,0.0030477077
mlp_0_2_outputs,5,-4.058745,1.8142332,1.0810403,-0.14894587,-0.9095843
mlp_0_2_outputs,6,5.3210797,2.4041133,-1.6120065,-5.1028633,-10.729489
mlp_0_2_outputs,7,-0.31382832,0.9711427,-0.14119859,-0.1960116,-0.1285425
mlp_0_3_outputs,0,-15.051607,-2.8604221,2.0543356,2.499284,2.205402
mlp_0_3_outputs,1,5.6800714,1.356257,-2.8838096,-6.541643,-12.12329
mlp_0_3_outputs,2,0.8320392,0.06768919,0.18168978,-0.13751434,0.71345246
mlp_0_3_outputs,3,-2.744153,-1.4329554,1.1388501,1.9455607,-0.36828822
mlp_0_3_outputs,4,-0.47749937,1.1444833,1.4878665,0.511925,-2.8988562
mlp_0_3_outputs,5,4.4155946,4.092108,1.8837255,-5.068154,-17.417696
mlp_0_3_outputs,6,0.91394186,1.7178278,0.29244098,-1.9470179,-0.79406583
mlp_0_3_outputs,7,-27.025166,-14.000694,-3.8636396,4.7704196,9.954426
mlp_1_0_outputs,0,-8.994571,-4.491032,-1.4437572,2.639763,4.943209
mlp_1_0_outputs,1,5.9503913,2.6140954,-2.56839,-10.30842,-19.072475
mlp_1_0_outputs,2,-3.2524624,1.9415048,2.075256,0.1147645,-2.324298
mlp_1_0_outputs,3,-3.3153234,-6.1573997,-1.7476376,1.969032,3.2494743
mlp_1_0_outputs,4,-7.131646,-0.9621037,3.1830635,1.1788143,-1.1787232
mlp_1_0_outputs,5,2.321128,1.8879267,0.55639076,-1.853329,-5.405838
mlp_1_0_outputs,6,-0.3154466,1.7536464,1.4805571,-0.4060518,-2.380789
mlp_1_0_outputs,7,-4.6405716,0.54778636,2.5990744,1.2474383,-1.03555
mlp_1_1_outputs,0,0.2574987,1.1060137,0.34981915,-0.5553312,-1.3027234
mlp_1_1_outputs,1,0.096980885,0.19448379,0.38600856,0.21713899,0.31291375
mlp_1_1_outputs,2,0.20168386,0.24377005,-0.16930194,0.0846435,0.27269673
mlp_1_1_outputs,3,-0.15246853,0.13554697,-0.14340618,-0.24426788,-0.1754791
mlp_1_1_outputs,4,-1.1793035,-0.2165895,0.05511073,0.106202744,1.238185
mlp_1_1_outputs,5,1.5681087,0.95414907,0.6013005,-1.0025665,-1.9541403
mlp_1_1_outputs,6,-0.92157024,-0.2364761,0.2521039,1.1757741,1.7977172
mlp_1_1_outputs,7,-0.8971796,0.37849936,-0.026569659,0.031324264,-0.46514994
mlp_1_2_outputs,0,-1.3478705,-2.4680243,0.66674495,1.3479987,0.5765663
mlp_1_2_outputs,1,0.37738907,1.0555747,1.5234038,-2.4196775,-6.760583
mlp_1_2_outputs,2,2.4935262,4.591032,-4.003316,-5.4412313,-2.304786
mlp_1_2_outputs,3,4.2700715,2.2302587,-0.795981,-2.4704978,-4.8020735
mlp_1_2_outputs,4,-3.9012556,-1.7321999,3.3738852,2.948957,2.2248867
mlp_1_2_outputs,5,-2.0524378,-5.6856995,-0.8716151,2.056629,3.9021623
mlp_1_2_outputs,6,2.1821785,1.7694793,-0.9968027,-1.056598,-4.7362437
mlp_1_2_outputs,7,-2.2508187,0.65054375,1.1322451,0.36528292,-1.2405411
mlp_1_3_outputs,0,0.3038056,-0.40180534,0.27598795,0.07215004,-0.9269151
mlp_1_3_outputs,1,-3.1313102,-2.0797613,-0.5406382,1.3487104,2.601697
mlp_1_3_outputs,2,1.0282918,0.54115653,0.54766685,0.22385533,-0.9048508
mlp_1_3_outputs,3,-0.046904188,0.8035955,1.1800617,0.2309441,-0.29504803
mlp_1_3_outputs,4,0.7052468,-0.32243052,-0.2011492,-0.5544647,0.47795638
mlp_1_3_outputs,5,1.8298012,0.72522086,0.55117387,0.12736094,-1.4325687
mlp_1_3_outputs,6,0.09611695,-0.158596,-0.02878351,-0.4176433,-0.78748065
mlp_1_3_outputs,7,1.6000229,0.9329063,1.1538035,0.3359634,-1.0799118
ones,_,-0.055436447,-0.1179431,-1.0715027,-0.15707256,-0.06473778
positions,0,-0.45721093,-0.87155324,-0.35231563,0.61707205,0.11435398
positions,1,7.035323,2.7762,-4.4782853,-11.52158,-7.547409
positions,2,1.7988344,4.5708203,1.894728,-4.0963306,-10.078739
positions,3,-2.066558,3.0727959,3.1645296,-0.5606865,-4.997998
positions,4,-8.358648,-0.029626308,1.6459913,4.489941,-0.8345926
positions,5,-11.328461,-4.9711714,-0.53534645,5.983784,3.4289176
positions,6,-17.799313,-13.832921,-4.907452,3.116108,9.586147
positions,7,-0.025707932,-0.42475572,-0.059313126,0.047880296,0.63343513
tokens,0,9.776978,1.7060088,-2.9519324,-5.849588,-7.211308
tokens,1,2.336422,4.711168,-0.5835804,-3.646622,-5.077569
tokens,2,-2.223295,-0.92388165,3.334594,-0.44335306,-2.2490618
tokens,3,-4.5560665,-3.9469757,-0.53029966,5.159678,2.8704758
tokens,4,-6.5824995,-5.69455,-2.5579076,2.4740694,9.455751
tokens,</s>,0.6628496,-0.32530716,0.34280553,-0.2948921,-0.063519835
tokens,<pad>,-0.010760286,-0.05715638,0.4203831,-0.12519221,0.6524513
tokens,<s>,-0.5623373,0.11551832,0.005275513,0.6801121,-0.23678207
