feature,value,1,2,3,4,5,6
attn_0_3_outputs,2,0.32133347,0.2595023,0.31592253,0.17246504,-0.1395176,-0.22350298
attn_0_3_outputs,3,0.24959454,0.32810065,-0.024572447,-0.08864521,-0.25495535,-0.24189267
attn_0_3_outputs,4,-0.25754684,-0.08468185,-0.3961516,-0.13146977,-0.35567138,-0.29548463
attn_0_3_outputs,5,0.23781574,0.3707741,0.1524827,0.0640203,0.10271894,-0.15585618
attn_0_3_outputs,6,-0.04686378,0.1890392,0.06480245,0.41855758,1.3988882,-0.042787485
attn_0_3_outputs,7,-0.1659183,0.11428217,0.0062955585,0.4894925,0.07572694,-5.7053986
attn_0_4_outputs,0,0.0009369574,0.07684592,0.040978912,0.5028028,0.9522137,3.6835043
attn_0_4_outputs,1,-0.5538695,0.603373,-0.20237413,-0.11773054,0.77875495,-2.9072464
attn_0_4_outputs,2,0.30023372,0.00922706,-0.50846523,0.59284455,-1.5345312,-0.671517
attn_0_4_outputs,3,0.61231476,-0.13248341,0.6498266,0.61870444,0.7098338,-0.43163025
attn_0_4_outputs,4,0.341006,0.14442582,0.41357324,0.23423965,-0.040843505,-0.04311107
attn_0_4_outputs,5,0.15555005,-0.0129139135,0.038804073,-0.07452761,-0.2310702,-1.8921185
attn_0_4_outputs,6,0.085187085,0.11249486,-0.30318964,0.5192505,-1.7593035,-0.5133031
attn_0_4_outputs,7,0.67837936,0.4230805,0.6677434,-1.2566549,-1.3864559,-14.990864
attn_0_5_outputs,0,0.117494754,-0.0076674935,0.17776193,-0.18112357,-0.27396384,-1.0354977
attn_0_5_outputs,1,1.411103,-0.9264894,1.0556792,0.40703505,0.21264277,-0.08458514
attn_0_5_outputs,2,0.08361238,0.5619377,0.48529363,-0.33324116,0.12216819,-0.40256438
attn_0_5_outputs,3,-0.4463776,0.7458927,-0.2468474,-0.110574245,0.27681002,-0.2829393
attn_0_5_outputs,4,0.27849215,0.050043125,-0.27561343,-0.05235713,-0.050278183,-0.09016176
attn_0_5_outputs,5,-0.08726232,-0.21527587,0.051751416,-0.38245076,-0.7218009,-1.5243168
attn_0_5_outputs,6,0.41514802,0.25593644,0.4507316,-0.057119988,-0.124129154,-0.17267601
attn_0_5_outputs,7,0.5153719,0.2776314,0.6347292,-0.058477916,0.21668187,-5.153364
attn_0_6_outputs,0,0.4399908,0.40121058,0.2908646,0.30896205,1.0355054,2.6121292
attn_0_6_outputs,1,-0.4126085,-0.40561342,-0.2074391,0.47275737,0.93861,-0.9778263
attn_0_6_outputs,2,-0.16018946,-0.020672152,0.5263022,1.8692286,3.3783615,2.0448
attn_0_6_outputs,3,1.2413086,0.609498,0.27304208,-2.0135508,-3.9722664,-2.54368
attn_0_6_outputs,4,-0.4699255,-0.07383059,0.8524104,0.43587294,0.46777043,0.14019349
attn_0_6_outputs,5,-0.79917717,-0.056769755,0.6343696,0.45576847,-2.0306313,-0.97413427
attn_0_6_outputs,<pad>,-0.27148145,0.012953444,-0.09518302,0.17713453,-0.20631313,-0.18813157
attn_0_6_outputs,<s>,0.68961024,0.53815615,0.44267753,-0.3528938,-4.7231135,-14.933182
attn_0_7_outputs,0,0.26736894,-0.24484192,0.017989898,0.36529353,0.21895835,-0.13605899
attn_0_7_outputs,1,-0.028649254,0.027535517,0.3608771,0.6933264,0.58034605,-0.25237384
attn_0_7_outputs,2,-0.13851081,-0.03744818,0.35292834,0.566245,0.34746164,-0.39807728
attn_0_7_outputs,3,0.207372,0.20546846,0.3811095,0.65656036,-0.3655698,-0.94992673
attn_0_7_outputs,4,-0.21982807,-0.07117972,0.24072638,0.580462,0.22779587,-0.25692478
attn_0_7_outputs,5,0.41687506,0.26974058,0.19956248,-0.015195189,-3.0216563,-1.1237081
attn_0_7_outputs,6,-0.34657335,-0.24584907,0.0033485373,0.29958242,0.08694523,-0.8937644
attn_0_7_outputs,7,0.2750328,0.3009795,0.66187775,0.84384704,0.58818835,-3.057173
attn_1_0_outputs,0,-1.1977414,-0.68712807,0.21589795,1.5379475,2.7449412,6.4803658
attn_1_0_outputs,1,0.43876192,0.5447946,1.4586774,-1.0479536,-2.8326502,-4.8915324
attn_1_0_outputs,2,-0.096182294,0.5217153,0.98753965,-0.32770967,-1.3522687,-2.2044451
attn_1_0_outputs,3,-1.6992767,-1.1615183,-0.33289766,0.98977876,6.670316,7.1105237
attn_1_0_outputs,4,0.9227671,0.8429137,0.9108278,-1.8007963,-3.0463388,-6.395819
attn_1_0_outputs,5,-0.37416497,0.8064592,1.6661402,-0.17301181,-2.1290236,-6.337081
attn_1_0_outputs,<pad>,0.16492641,0.2724202,0.30109468,0.1270346,-0.42348635,-0.6057034
attn_1_0_outputs,<s>,1.0615019,1.1287842,1.2637048,-1.2012541,-14.706598,-19.987967
attn_1_1_outputs,0,1.3178737,1.3075073,0.6171435,-1.2386639,-14.961128,-22.710047
attn_1_1_outputs,1,-0.79646075,-0.048236232,-0.57135,0.8660453,5.204853,3.9006507
attn_1_1_outputs,2,-0.64026845,-0.31622618,-0.80555373,-0.38438004,-3.0017076,3.1284397
attn_1_1_outputs,3,-0.413255,-0.0743735,-0.44691494,0.00972029,1.0504625,1.6899987
attn_1_1_outputs,4,-1.0316962,-0.29744324,-0.7646268,0.6624031,2.773765,2.0252886
attn_1_1_outputs,5,-0.32514748,0.08588939,-0.24190034,1.1112455,4.891911,-4.0668387
attn_1_1_outputs,6,-0.18358597,0.007782329,-0.167846,0.55784917,1.0497051,1.5342381
attn_1_1_outputs,7,-0.89457923,-0.32318884,-0.5396412,0.82994485,2.7423346,3.3378825
attn_1_2_outputs,0,0.6464282,0.4415729,0.34436905,0.17836824,-4.205051,-11.493903
attn_1_2_outputs,1,-0.0137010105,-0.445989,-0.4315788,-0.57123286,0.7491084,2.0127614
attn_1_2_outputs,2,-0.28706008,-0.40443745,-0.38865212,0.5154979,4.107742,7.3013763
attn_1_2_outputs,3,-0.10718431,-0.3202067,-0.32353058,0.20667966,1.9230273,1.5108932
attn_1_2_outputs,4,0.33059838,0.07220246,-0.23482965,-1.067047,0.19484031,1.3690035
attn_1_2_outputs,5,0.3945407,0.329356,0.33315465,0.6143382,1.234685,-1.9626414
attn_1_2_outputs,6,-0.5554587,0.40695667,0.13053398,0.9338181,0.99574876,0.43968514
attn_1_2_outputs,7,0.33515787,0.09245179,0.09882208,-0.6038185,0.082006045,2.063728
attn_1_3_outputs,0,-0.535496,-0.13259524,-0.71865547,-0.3909597,-0.38141873,-0.40478173
attn_1_3_outputs,1,0.20157264,1.0196886,-0.502918,-0.23266602,-0.06780651,0.2839907
attn_1_3_outputs,2,-0.11747025,0.37703773,-0.42134264,-0.14813195,-0.20976208,-0.034975
attn_1_3_outputs,3,-0.37622637,-6.0123005,5.564005,-2.447405,0.38429993,-0.59021026
attn_1_3_outputs,4,1.1969863,-0.76458126,-1.5581679,-0.42092353,0.42188513,0.6117949
attn_1_3_outputs,5,-0.13388146,0.33084488,-0.3471546,-0.08674212,-0.17246169,-0.21080919
attn_1_3_outputs,6,0.040989626,0.52416426,-0.098571725,0.21533841,-0.24930477,0.22166981
attn_1_3_outputs,7,0.2629529,0.48815468,-0.1758514,0.5167536,-0.11469977,-7.593266
attn_1_4_outputs,0,0.7242939,0.6138902,-0.2165776,-1.189821,-6.016478,-2.156461
attn_1_4_outputs,1,-0.028479,0.10070866,-0.31167245,0.2912638,2.3396828,1.539698
attn_1_4_outputs,2,0.03833334,0.08542576,-0.23502897,0.34766886,1.8727108,0.8869683
attn_1_4_outputs,3,0.14814246,0.14517051,-0.23019965,0.4274214,2.4027905,0.5986793
attn_1_4_outputs,4,-0.060111366,0.08575323,-0.3969963,0.3362898,2.0958183,1.2442379
attn_1_4_outputs,5,-0.083861604,0.069971085,-0.24564557,0.27127108,1.9678422,0.49202684
attn_1_4_outputs,6,-0.013286352,0.3606033,-0.18357426,0.50619376,2.4264543,0.56555873
attn_1_4_outputs,7,-0.2426668,-0.2329866,-0.72179276,0.0852172,1.769792,-2.2768142
attn_1_5_outputs,0,-0.38110098,0.40513593,-4.439374,4.093755,2.1234877,0.5540743
attn_1_5_outputs,1,-0.23400371,-0.036937438,-0.09517478,-0.38474637,-0.2784226,-0.58958876
attn_1_5_outputs,2,0.3410733,0.18570994,-0.07866506,0.34950978,-0.75937384,-0.24752817
attn_1_5_outputs,3,0.021574836,-0.6249923,0.34806028,-0.11711029,3.910408,-0.14427455
attn_1_5_outputs,4,-0.4571682,-0.37512428,-0.30038518,-0.41331235,0.18258524,-0.23161632
attn_1_5_outputs,5,0.24728091,0.4856511,0.594313,-2.091695,2.0573926,-0.7336284
attn_1_5_outputs,6,0.22816464,0.27136412,0.5195222,-0.6798148,-5.8662944,-0.39577755
attn_1_5_outputs,7,0.12520222,0.22135924,0.7278236,-0.72360736,-2.3794682,-8.568124
attn_1_6_outputs,0,1.9565225,1.992841,-4.4924707,-1.4354049,-3.0359225,0.4108184
attn_1_6_outputs,1,-1.5355867,-0.8102765,0.39700136,0.9479792,5.72563,0.6617512
attn_1_6_outputs,2,0.41150886,-0.04871347,0.3481352,-0.41566238,-1.5758594,0.090029344
attn_1_6_outputs,3,-0.26570487,-0.021473275,0.59041107,0.2970626,0.9045193,-0.53055835
attn_1_6_outputs,4,-0.08541798,0.34799036,0.76428026,0.69276136,0.68592554,0.5443473
attn_1_6_outputs,5,-0.15378077,-0.39172465,0.40749076,0.5314768,0.8851225,0.4981952
attn_1_6_outputs,6,-0.008769149,0.07061772,0.37057376,-0.65310204,-3.0223656,-1.3392087
attn_1_6_outputs,7,0.05816845,0.25007242,0.451493,-0.22949804,-2.5058506,-7.4911504
attn_1_7_outputs,0,1.0521657,1.0074128,0.4629282,-2.0979998,-18.004267,-24.830841
attn_1_7_outputs,1,-0.69483924,-0.15778616,-0.24732345,1.2288451,3.7539797,5.79142
attn_1_7_outputs,2,0.77858096,0.7278021,-0.42153692,-1.9385699,-2.943345,-4.5531664
attn_1_7_outputs,3,-0.8458971,-0.20327307,-0.19063051,1.0987198,2.5467868,5.116683
attn_1_7_outputs,4,-1.1233516,-0.48994657,-0.16887976,1.1522313,3.7934172,3.263776
attn_1_7_outputs,5,-0.67034286,-0.18595126,-0.15823115,0.8096825,2.814898,0.057380866
attn_1_7_outputs,6,-0.6525574,0.014802525,0.19252089,0.6953846,2.502593,-0.91043985
attn_1_7_outputs,7,-1.4201316,-0.9218594,-1.0736845,0.35498753,3.4924703,3.2490141
mlp_0_0_outputs,0,1.1609898,0.8572743,0.17748477,-1.1314943,-6.752202,-10.017833
mlp_0_0_outputs,1,0.15575539,0.20244724,-0.35808483,-0.16532898,0.6535445,0.9125833
mlp_0_0_outputs,2,0.47592318,0.36881614,0.17811424,1.0390111,2.0942621,-0.4145827
mlp_0_0_outputs,3,0.25076088,0.31756687,-0.023319967,0.14243905,-1.2209392,0.2947385
mlp_0_0_outputs,4,0.47051138,0.46116182,0.02881971,0.85385466,0.9588443,1.3177751
mlp_0_0_outputs,5,0.32828408,0.40574586,-0.122866556,0.5059813,1.4154013,-0.2793758
mlp_0_0_outputs,6,0.5967165,0.52169484,-0.30867448,-1.2104449,-1.8745283,-0.5121046
mlp_0_0_outputs,7,-0.01277371,-0.049345464,-0.40406802,-0.19294757,0.47392055,1.439194
mlp_0_1_outputs,0,-0.08253285,-0.067494564,-0.19991755,0.16750817,-0.049758844,-0.8476353
mlp_0_1_outputs,1,-0.11760705,-0.03612627,-0.060250442,0.016026465,0.3172396,-0.77812344
mlp_0_1_outputs,2,-0.23936105,0.00013453455,-0.25397772,0.266447,-0.7957484,-0.7953196
mlp_0_1_outputs,3,-0.34299704,-0.27820325,-0.29482996,-0.2864089,-0.09556553,-1.2629421
mlp_0_1_outputs,4,-0.046016607,-0.09005855,-0.03415023,0.054577596,0.10380587,-0.7631649
mlp_0_1_outputs,5,0.11538427,0.1287231,0.07588654,0.18756787,0.20409665,-0.34829876
mlp_0_1_outputs,6,-0.47443476,-0.08539611,1.0217084,0.75428355,-0.06510375,-1.7716645
mlp_0_1_outputs,7,-0.033662606,0.12398085,0.002802741,0.3118455,0.17265546,-0.92884475
mlp_1_0_outputs,0,0.4595583,0.4955876,0.6625086,-0.30223736,0.2889277,-0.061707802
mlp_1_0_outputs,1,0.12989043,0.2530865,-0.45482454,0.09733099,-2.926608,-0.32248923
mlp_1_0_outputs,2,0.39325613,0.04932119,-1.1195576,0.22859044,-2.9229677,-0.25452712
mlp_1_0_outputs,3,0.24489257,0.1534004,0.32450718,-1.9852786,1.6052507,-1.8961568
mlp_1_0_outputs,4,0.20856915,0.21389735,-0.08142016,-0.114698805,-0.5788899,-0.084191464
mlp_1_0_outputs,5,0.12847619,0.1381205,-0.26468688,-0.016217208,-2.0436559,-0.60245377
mlp_1_0_outputs,6,-0.028417686,0.23583707,0.23858303,0.30995926,-3.0726144,-0.10256881
mlp_1_0_outputs,7,0.5175587,0.68217903,0.32498646,0.61085075,-2.3507814,0.5371939
mlp_1_1_outputs,0,0.45030883,0.4058445,0.3972978,0.28020045,-1.9913944,-0.055018645
mlp_1_1_outputs,1,0.06336323,-0.28932407,0.37485504,0.25855744,1.9029437,0.020531047
mlp_1_1_outputs,2,0.2779919,0.2499768,0.25289297,0.027555976,-1.9493699,-0.6084653
mlp_1_1_outputs,3,0.44192633,0.19696143,0.19470312,0.69076985,-0.7434745,-0.1210918
mlp_1_1_outputs,4,0.17183223,0.33310947,0.48470286,-0.5919067,-0.8927419,-4.1806927
mlp_1_1_outputs,5,0.28217918,0.17491329,0.3567068,-0.2545964,0.08058698,-1.1707318
mlp_1_1_outputs,6,0.61476415,0.21169148,0.082067244,0.027210148,-1.1794713,-0.701124
mlp_1_1_outputs,7,0.3328481,0.29813948,0.22811241,0.22678965,-1.0541234,-0.81014025
ones,_,0.10541394,-0.19712536,-0.008858198,0.58838516,-0.5383584,-1.4631578
positions,0,0.19978875,0.010510841,0.4988928,-0.2598821,0.5445723,0.21678215
positions,1,0.3364794,0.13280986,0.08279502,-0.20376179,-0.1359483,-0.47131416
positions,2,0.31971225,0.13252828,0.15829775,-0.1309726,0.040779695,-0.4894607
positions,3,0.33861408,0.18808766,0.4626563,0.1264201,-0.29951236,-0.6159285
positions,4,0.3720952,0.11060386,0.2411623,-0.2241606,-0.03696618,-0.99401474
positions,5,0.5989128,0.5286751,0.9225798,0.64178616,-0.24038357,-0.25051555
positions,6,0.106012695,-0.12985282,-0.019405967,-0.54309326,0.049963955,-1.0877988
positions,7,0.29646856,0.07841838,-0.053576685,-0.04623412,-1.2492927,-4.2103653
tokens,0,0.48456392,0.24045633,0.19029397,0.19912028,-1.2815764,-1.3616517
tokens,1,-0.2905613,-0.39902,-0.16171901,0.9161303,4.4462442,1.6672348
tokens,2,0.3137043,0.1140619,0.2546798,-0.3095032,-6.1083627,-2.055795
tokens,3,-0.2670635,-0.5329313,-0.38812107,-0.55894905,2.1805744,5.809422
tokens,4,0.6327516,0.46054688,0.57450086,0.070067786,-0.3341348,-7.701936
tokens,5,0.37370822,0.29103732,0.50220376,0.12526518,0.14494029,-0.0737996
tokens,<pad>,-0.05186225,0.08119709,0.30115068,0.07776928,-0.2788572,-0.26285934
tokens,<s>,-0.3594653,-0.10468927,0.24319318,0.77997345,-0.14584279,-1.0055608
