feature,value,0,1,2,3,4
attn_2_0_outputs,3,0.5888145,-0.25398436,-0.7616009,-0.7446893,0.64713657
attn_2_0_outputs,4,-0.055027246,1.1046848,0.6418448,-0.12862998,-0.07041108
attn_2_0_outputs,5,0.49344018,-0.1876992,-0.25890547,0.082890674,0.07458245
attn_2_0_outputs,6,0.08055858,-1.0504948,0.070224166,-0.17870994,0.28515035
attn_2_0_outputs,7,-0.47349948,-0.6969298,-0.13592142,1.5612801,0.41131502
attn_2_1_outputs,0,-7.261793,3.2371101,3.2429652,2.2838433,1.3785933
attn_2_1_outputs,1,2.6730661,-7.336808,2.3901951,2.5762131,1.9228439
attn_2_1_outputs,2,2.5858002,2.2126653,-6.8449936,2.79534,2.1201706
attn_2_1_outputs,3,2.7910016,2.246159,0.7583814,-7.1890326,1.2947373
attn_2_1_outputs,4,3.6221044,3.8946161,3.651904,2.2422965,-6.376337
attn_2_1_outputs,</s>,-1.0088767,-0.021187685,-0.13440888,0.0370455,-0.3213132
attn_2_1_outputs,<pad>,0.5343994,-0.04915029,-0.210178,-0.2698656,-0.33988518
attn_2_1_outputs,<s>,-0.5010269,0.048638202,0.29367766,-1.4557211,-0.12765871
attn_2_2_outputs,0,4.2787085,0.17542355,-2.684324,-1.398024,-0.61905926
attn_2_2_outputs,1,-1.9781197,4.167552,-0.92754656,-1.1585342,-1.7083818
attn_2_2_outputs,2,-1.4431063,-0.79587215,3.3092692,-0.38825625,-1.048183
attn_2_2_outputs,3,-1.4878099,-0.8670154,-1.8874608,5.880725,-2.0626974
attn_2_2_outputs,4,-1.0604211,-0.960075,-1.764486,-1.1692468,3.2449179
attn_2_2_outputs,</s>,0.3956739,-1.4793475,1.8035425,-0.5275618,-0.47535995
attn_2_2_outputs,<pad>,0.046017606,0.035164263,-0.018014848,0.029169295,-0.40252846
attn_2_2_outputs,<s>,2.1581917,-2.0350006,-1.6515691,-1.6669301,1.7310003
attn_2_3_outputs,0,1.478214,1.4330688,-1.387871,-0.66757,1.0517697
attn_2_3_outputs,1,0.054272648,0.6268497,-0.6109696,-0.4745226,0.11157189
attn_2_3_outputs,2,0.27054417,0.69190204,-0.018393178,-0.024465645,-0.01015125
attn_2_3_outputs,3,-1.7075942,-1.1246431,3.229989,2.960957,-2.0179346
attn_2_3_outputs,4,-0.32639405,0.29558995,-0.6485918,0.30563954,0.4166716
attn_2_3_outputs,5,-0.31986892,0.2114373,0.018640483,-0.4337366,0.26807323
attn_2_3_outputs,6,0.67612857,1.3709428,-1.3436521,-0.651156,-0.06729134
attn_2_3_outputs,7,0.2006429,0.34186897,-0.37584183,-0.3447817,0.3657908
mlp_0_0_outputs,0,-4.178602,4.4199677,5.2049603,-2.7851193,-1.0361079
mlp_0_0_outputs,1,2.864041,1.9308143,-4.151808,0.67836183,0.9733641
mlp_0_0_outputs,2,0.00012947459,0.13948685,0.43324324,0.25375423,0.3177944
mlp_0_0_outputs,3,-1.4405793,-0.8590778,0.008243541,0.6935172,-0.33015546
mlp_0_0_outputs,4,3.1976528,-10.049129,9.562447,3.9894292,-1.9308952
mlp_0_0_outputs,5,2.5697482,1.7440397,-1.3717669,-0.97907484,-3.7346156
mlp_0_0_outputs,6,-0.5816455,0.69216025,0.91185606,-0.37212694,0.58237934
mlp_0_0_outputs,7,-3.2128263,-0.43828157,-4.406693,0.7869128,4.434118
mlp_1_0_outputs,0,-0.0065554734,-0.2587736,0.14896193,0.33822474,-0.06566903
mlp_1_0_outputs,1,-1.3138865,1.0351738,0.8316447,1.6227037,-0.46988013
mlp_1_0_outputs,2,-0.4327224,-0.016540192,0.21040857,0.010669214,0.7106239
mlp_1_0_outputs,3,5.908714,-4.2236385,-3.6468158,-4.4559097,5.1213818
mlp_1_0_outputs,4,0.43270156,0.22576505,0.69465727,2.211715,-1.8008845
mlp_1_0_outputs,5,0.7753481,-0.029461337,-0.41088715,0.35731465,-0.42561954
mlp_1_0_outputs,6,-1.3757682,0.82713294,0.6495332,0.4891789,-1.9973043
mlp_1_0_outputs,7,0.2524982,-0.16428511,0.35019752,0.537804,-0.098081544
mlp_2_0_outputs,0,-0.16175996,-0.14652085,0.12682027,0.17282313,0.3335004
mlp_2_0_outputs,1,1.7417521,-0.6043864,-0.4170984,-0.8135132,-1.0561693
mlp_2_0_outputs,2,3.3270745,-0.22656167,-0.7927644,-2.5423381,-0.6386394
mlp_2_0_outputs,3,0.017415553,-0.2748985,-0.26212868,0.3994295,-0.03065821
mlp_2_0_outputs,4,-0.41148,1.1476904,-0.20097966,0.11958314,0.72179335
mlp_2_0_outputs,5,-6.9866743,-1.0113916,-1.0682703,10.286182,-3.640878
mlp_2_0_outputs,6,-9.328162,3.1857657,5.802695,-9.001846,4.5112534
mlp_2_0_outputs,7,-0.2045558,-0.05944323,0.46323845,0.5729793,-0.21855086
num_attn_0_0_outputs,_,2.4925768,-3.7994483,2.676587,-3.8120463,1.4974276
num_attn_0_1_outputs,_,-2.6462624,3.269661,3.2486103,-2.6289334,-0.68393564
num_attn_0_2_outputs,_,1.4187294,0.71620744,-1.1149815,-1.4284681,-0.029817142
num_attn_0_3_outputs,_,-1.0558888,-1.4692702,-0.22053039,0.6233213,1.5334339
num_attn_1_0_outputs,_,4.5433273,-3.3364465,-2.2837248,1.7342892,-1.5566475
num_attn_1_1_outputs,_,3.415774,-1.7509727,1.6801853,-3.5626726,1.4368037
num_attn_1_2_outputs,_,-0.41921178,-0.23108794,0.15951654,-1.5040729,1.0976256
num_attn_1_3_outputs,_,0.17226967,1.3075708,0.48814592,0.83624303,-1.8805887
num_attn_2_0_outputs,_,2.972514,2.5123813,0.7858973,-2.9303982,-2.6651857
num_attn_2_1_outputs,_,-1.8857667,-3.1838655,2.4427238,1.2870861,-2.7689388
num_attn_2_2_outputs,_,-3.7535405,2.9103863,-4.5127254,2.9527283,-0.26382595
num_attn_2_3_outputs,_,1.1200856,-3.7636454,-2.0344248,1.7725115,2.4343724
num_mlp_0_0_outputs,0,0.65244246,1.1136019,0.5156063,0.6782908,-0.43117914
num_mlp_0_0_outputs,1,0.8050933,1.1666558,0.76561266,-0.10823433,-0.47035983
num_mlp_0_0_outputs,2,0.3055974,0.029629527,0.20662063,-0.22319344,0.17302684
num_mlp_0_0_outputs,3,-1.4121128,-0.54930156,-0.31452817,-0.8313308,2.9457443
num_mlp_0_0_outputs,4,0.34779972,0.6553527,0.68946433,-0.6502317,-0.8674278
num_mlp_0_0_outputs,5,0.40668535,0.56650674,0.22418396,-0.5792301,-0.6981753
num_mlp_0_0_outputs,6,0.6081966,-0.11607547,0.33124426,-0.23935528,-0.13855506
num_mlp_0_0_outputs,7,0.9799619,0.14222407,0.4130992,-0.90219915,-0.95496535
num_mlp_1_0_outputs,0,-2.0918117,-0.9459509,1.3541888,1.2132903,0.18030384
num_mlp_1_0_outputs,1,0.25732636,-0.5384424,0.81169987,0.7902027,0.78203046
num_mlp_1_0_outputs,2,0.08686986,-0.081303135,0.41060317,0.18430322,0.45920074
num_mlp_1_0_outputs,3,1.921464,1.0872521,-0.86214423,-2.037973,0.26975507
num_mlp_1_0_outputs,4,0.0023225327,-0.14766635,0.3499468,-0.299821,0.14715101
num_mlp_1_0_outputs,5,-0.35204145,-0.5719823,0.07069018,-0.23797669,-0.12106629
num_mlp_1_0_outputs,6,-0.7404779,-0.9080594,1.3323822,1.1576421,0.42693985
num_mlp_1_0_outputs,7,0.24185985,-0.022845266,0.92499226,0.5736417,0.5532044
num_mlp_2_0_outputs,0,-0.30112788,-0.52809966,0.035502266,1.1690359,0.7464789
num_mlp_2_0_outputs,1,-0.08602353,-0.2871552,-0.18919826,1.4501827,0.10497321
num_mlp_2_0_outputs,2,0.14429651,-0.6870636,-0.6245363,1.0724471,0.56015396
num_mlp_2_0_outputs,3,0.25947604,0.8315961,-0.15070957,-1.0233496,-0.29282326
num_mlp_2_0_outputs,4,-0.27811122,-0.3286046,-0.13348486,1.3553072,0.533019
num_mlp_2_0_outputs,5,-0.33827925,-0.9978727,-1.0193948,1.1214982,0.06891076
num_mlp_2_0_outputs,6,-0.86062956,-1.1804495,-0.51245886,0.80384094,0.14258465
num_mlp_2_0_outputs,7,-0.15009737,-1.6706215,-0.24246557,0.5745908,0.09432652
ones,_,-0.2607053,0.010628787,0.46266264,0.6664311,-0.2949564
positions,0,-0.85179657,0.028277794,-0.5627279,-0.36212882,-0.52721053
positions,1,-0.6258622,0.5477967,0.5481978,0.5052321,-0.7183406
positions,2,-0.45615226,-0.29199076,-0.61087334,0.4157448,-0.110270485
positions,3,1.048813,0.7810067,-0.51281404,0.22300424,0.078290336
positions,4,1.1817375,-0.4743084,1.386355,-1.9169714,-0.36762744
positions,5,0.73501724,0.31390643,-0.9207686,0.759268,-0.5914183
positions,6,-1.0497404,-0.39503878,-1.2250602,0.30909798,-1.0422782
positions,7,-0.7967852,-0.45569125,-0.27059194,-0.3390798,0.3087657
tokens,0,-0.5080624,0.79844576,0.8993983,1.2527384,0.44397345
tokens,1,0.72690874,-1.1958743,-0.19965471,1.2671046,0.23469111
tokens,2,0.7691239,-0.28334993,-1.0200888,0.83903617,-0.054891273
tokens,3,1.4900787,-0.107306905,0.26246983,-2.8612044,1.1630833
tokens,4,0.35989612,0.04114809,0.43655637,1.2340604,-1.5121874
tokens,</s>,-0.49438992,0.6756769,-0.084809914,-0.5152145,-0.20038995
tokens,<pad>,0.93468004,0.41084558,-0.7716026,0.33108562,0.6860446
tokens,<s>,-0.47052878,0.07684723,-0.028929371,-0.22980775,-0.56618106
