feature,value,0,1,2,3,4,5,<s>
attn_0_3_outputs,_,0.5347092,0.11079724,0.148512,0.2647057,0.12574227,-0.0070652543,-0.00078838336
attn_0_3_outputs,_,0.067970805,0.10133789,0.2636084,0.28793162,0.647223,0.29106045,0.029093057
attn_0_3_outputs,_,0.42346945,-0.35562134,0.05125129,-0.24103783,0.16297048,-0.008884204,-0.5234899
attn_0_3_outputs,_,0.19612114,-0.4145917,0.4179343,-0.30570626,0.5242161,0.6792396,0.20518582
attn_0_3_outputs,_,0.44146445,-1.0077088,-0.35730094,-0.23605658,-0.27065107,0.22504507,0.40171355
attn_0_3_outputs,_,-0.13366365,-0.6969048,-0.48773777,-0.25605235,0.4330378,0.43409932,-0.47889677
attn_0_3_outputs,_,0.7575526,-1.4412789,0.022553725,-0.17195539,-0.40663335,0.74793744,0.30034882
attn_1_0_outputs,0,-0.3598272,0.053562462,-0.1858031,-0.68391186,-0.1732637,0.024069622,0.33227918
attn_1_0_outputs,1,-0.19723873,-0.3518254,-0.17884105,-0.748408,-0.07302865,-0.11303981,0.1910135
attn_1_0_outputs,2,-0.043289986,0.099735275,-0.02308338,-0.7062368,-0.12900563,0.021078411,0.13769865
attn_1_0_outputs,3,0.0056087654,0.00668677,-0.34947774,1.7922167,0.0685625,0.19163583,-0.81390053
attn_1_0_outputs,4,-0.33437032,-0.15840733,-0.3222973,-0.90595555,-0.42294675,-0.26604202,0.3675855
attn_1_0_outputs,5,0.38738737,0.5263934,0.49385962,-0.13383771,0.23488942,-0.24076702,0.3133055
attn_1_0_outputs,<pad>,0.524011,0.01980944,-1.131807,-0.5836506,-0.14361432,0.57452,0.3634115
attn_1_0_outputs,<s>,-0.5317204,-0.114826225,-0.015980618,1.2004632,-0.40370753,-0.86895555,-0.03618602
attn_1_0_outputs,_,0.4421135,0.65640324,0.50338745,0.30456838,0.8336749,0.2629677,-0.719347
attn_1_0_outputs,_,0.108925134,0.54995084,0.3765095,0.25154296,0.21703601,0.3050026,-0.7591242
attn_1_0_outputs,_,0.7042389,0.37220877,-0.13152677,0.004832661,0.17605254,0.1889254,-0.4375132
attn_1_0_outputs,_,0.6459783,-0.31745672,0.27688408,0.8111473,0.38659725,0.02999659,-0.10318305
attn_1_0_outputs,_,0.72457856,0.1825039,0.21937592,0.67289335,-0.0065964106,0.5675517,-0.049577042
attn_1_0_outputs,_,0.27293143,0.7008499,0.35009077,-0.69878167,0.07476533,0.3488323,-0.10275994
attn_1_0_outputs,_,0.38302955,0.34220615,-0.24577783,-0.059308816,0.09516703,0.41202778,-0.4871283
attn_1_0_outputs,_,0.3022348,-0.38477272,-0.3938905,-0.42513123,-1.1509185,0.04798833,0.7381769
attn_1_1_outputs,0,0.80906296,-0.022637319,-0.06350464,-0.017635657,0.16745101,0.22922541,-0.11567083
attn_1_1_outputs,1,-0.03931088,0.13316183,-0.04158893,0.14178799,-0.11576231,-0.12855881,0.19045746
attn_1_1_outputs,10,-0.68177515,-0.52417046,-0.2880535,0.027062576,-0.87358105,-0.19713828,0.94712216
attn_1_1_outputs,11,0.45582184,0.7471221,0.28202733,0.30419272,0.58017546,-0.13364011,-0.7095849
attn_1_1_outputs,12,0.3844918,-0.050298225,0.5801475,-0.131933,0.7392678,0.18751748,-0.3555007
attn_1_1_outputs,13,0.28977376,0.71913254,-0.03114357,-0.18334569,-0.015140227,-0.12232378,-0.364871
attn_1_1_outputs,14,0.29270658,0.12895267,0.17451155,0.06466592,0.3090637,0.1388425,0.001384007
attn_1_1_outputs,15,-0.37561497,-0.06429156,-0.26707202,-0.06523814,-2.357236,-0.23599863,1.5268573
attn_1_1_outputs,2,-1.9006006,0.38079375,-0.22331305,-0.010209918,0.39240974,0.03695574,0.53463244
attn_1_1_outputs,3,0.12928757,0.21997891,-0.02939863,0.28315794,0.28386664,-0.0290052,0.4005333
attn_1_1_outputs,4,-0.018856598,-0.40924522,0.44036564,-0.06282838,0.30906653,-0.10811936,0.100461096
attn_1_1_outputs,5,-0.06080902,0.003460596,-0.22166279,-0.09790347,0.023445424,-0.35206562,0.36546555
attn_1_1_outputs,6,0.8092831,-0.6041787,0.29861885,0.3103656,-0.24030434,0.32754347,-0.64951414
attn_1_1_outputs,7,0.085354045,0.23939344,-0.067233816,-0.0053602657,0.19716665,0.017346496,-0.3565031
attn_1_1_outputs,8,0.20488629,0.38529015,0.63066906,-0.2384466,0.6645604,0.06316012,-0.3460029
attn_1_1_outputs,9,0.40241072,0.019118095,0.53590506,0.25678068,0.53546804,0.58990496,-0.35304937
attn_1_2_outputs,0,0.18309441,0.12418692,0.55298376,0.44983152,-7.89339,0.23751716,1.2445203
attn_1_2_outputs,1,-0.35355094,-0.5472531,-1.6378856,-0.3018831,-0.090392485,-0.3709619,3.4806006
attn_1_2_outputs,10,0.74855405,-0.01586932,0.4345614,0.59680814,0.14647765,0.3920517,-0.21807742
attn_1_2_outputs,11,0.42577714,0.34969667,0.60815585,0.6308876,0.5432485,0.40997738,-1.5064691
attn_1_2_outputs,12,0.23925103,0.14667632,0.12426444,0.39967975,0.27308467,0.22023535,-0.17903666
attn_1_2_outputs,13,0.034148563,0.031971954,-0.42828265,-0.43714544,0.123027,0.2310978,0.9380053
attn_1_2_outputs,14,0.39822167,0.28875175,0.3258675,0.63024825,0.43693724,0.25215644,-1.3162011
attn_1_2_outputs,15,-0.06984312,-0.25210297,0.12806985,0.11358402,-0.32494453,-0.44301653,0.9881031
attn_1_2_outputs,2,-0.01718868,-0.4564975,-1.4793948,-0.20668235,0.20437571,-0.31011704,2.3426542
attn_1_2_outputs,3,0.2662736,0.28114176,0.33593914,0.45227227,0.3083274,0.2334172,-0.48957926
attn_1_2_outputs,4,0.38210103,0.14329234,0.6334513,0.56721777,0.6407428,0.41929176,-1.2374535
attn_1_2_outputs,5,0.74285686,-0.15994298,0.040161014,0.15850607,0.3535555,0.02937601,-0.13059215
attn_1_2_outputs,6,0.4587201,0.08904813,0.19630808,0.37982413,0.057918284,0.15413035,0.80183256
attn_1_2_outputs,7,0.01438445,-0.044691008,-0.066420086,-0.094149224,0.1943097,-0.037483256,1.39043
attn_1_2_outputs,8,0.3194079,0.19344029,0.3333068,0.48334128,0.4714638,0.15012956,-0.884346
attn_1_2_outputs,9,0.7618766,0.50942296,0.43967977,0.74456245,0.6041887,0.64446366,-0.67084
attn_1_3_outputs,0,-0.09731174,-0.6485176,0.24193203,0.10668501,-0.60181546,-0.93285096,-0.88200724
attn_1_3_outputs,1,0.51482993,0.2189817,0.34808847,0.19782747,0.18329479,0.025000757,0.1391108
attn_1_3_outputs,10,0.45485032,-0.70554274,0.6635947,-0.5435473,0.60106283,-0.20964229,0.4212834
attn_1_3_outputs,11,0.7027214,0.3598629,0.641462,0.28583875,0.5016846,0.38466445,-0.18161058
attn_1_3_outputs,12,0.04741263,-0.15831435,0.2535308,-0.25967798,0.076783456,-0.015506986,2.1680875
attn_1_3_outputs,13,-0.43292692,-0.4226975,-0.4032255,-0.30061457,0.09706933,-0.29020444,1.9756659
attn_1_3_outputs,14,0.7110645,-0.46163747,0.48488367,0.055286612,0.23050793,-0.25277704,-0.5854916
attn_1_3_outputs,15,0.08594522,0.11736347,0.4999622,-0.18660338,-2.332118,0.03142783,0.27756247
attn_1_3_outputs,2,0.17919992,-0.053708617,-0.04094901,-0.007311748,0.65252364,-0.44967106,1.4769831
attn_1_3_outputs,3,0.2383064,-0.29056862,0.17957829,0.050404187,0.7478469,0.46052894,-0.34458008
attn_1_3_outputs,4,0.6130354,0.22330227,0.14304358,0.14125526,0.5115553,0.28286922,-0.045831144
attn_1_3_outputs,5,0.4540889,0.22796823,0.09201568,0.018970316,0.7905365,0.09181667,-1.2209562
attn_1_3_outputs,6,0.23789802,-0.2862123,-0.18645829,-0.1441395,-0.17994246,0.23208655,0.73666376
attn_1_3_outputs,7,0.6295293,-0.069051586,0.5398287,-0.067843944,0.008485557,-0.26206917,-0.21752398
attn_1_3_outputs,8,0.52407324,0.1477175,0.5905982,-0.16877505,0.16930436,0.2610917,-1.1368984
attn_1_3_outputs,9,0.7074802,0.08342003,0.25148773,0.5176412,0.5076447,0.3941419,-0.4504712
attn_2_0_outputs,0,-0.43789372,-0.423152,-0.5443416,-0.13058558,-0.37211984,-0.3573007,0.14326088
attn_2_0_outputs,1,-0.44718227,-0.8401929,-0.52390414,-0.30405656,-0.4109011,-0.40546814,0.33603203
attn_2_0_outputs,2,0.14057472,0.032946672,-0.32561043,0.028462743,-0.109027185,-0.006114594,0.21637353
attn_2_0_outputs,3,0.04015216,-0.2456321,-0.21214382,-0.36007717,-0.031444654,-0.12629008,0.082598954
attn_2_0_outputs,4,-0.03386129,-0.079261616,-0.30558702,-0.024874818,-0.12973684,-0.08604393,0.38790947
attn_2_0_outputs,5,0.28419986,0.12052237,0.10062025,0.38385755,0.2858592,0.46910813,0.41114622
attn_2_0_outputs,<pad>,-0.056385968,-0.36670038,0.0028497973,-0.1056723,-0.19207294,0.11294216,0.16837582
attn_2_0_outputs,<s>,-0.18428493,0.7010586,0.28375986,0.031694725,-0.18753809,-0.2520524,0.5516776
attn_2_0_outputs,_,0.5117259,0.51083237,0.45642692,0.46683824,0.20109677,0.21909182,-0.49874768
attn_2_0_outputs,_,0.12705016,-0.04432977,0.053274352,0.010107327,0.25439546,0.43948781,-0.91795695
attn_2_0_outputs,_,-0.0858468,0.24789216,0.16784601,0.48934385,0.51025635,0.4094871,-0.011476378
attn_2_0_outputs,_,0.09772239,-0.3927987,-0.28954467,0.3092826,-0.100972064,-0.048527617,0.3746764
attn_2_0_outputs,_,0.5480241,-0.17679758,0.120933495,0.00052613765,0.061173208,0.50147194,-0.5823401
attn_2_0_outputs,_,0.48222,-0.13394153,-0.01880193,-0.4730162,0.80989873,-0.3204472,-0.7823817
attn_2_0_outputs,_,0.21988931,-0.6668561,0.2983112,-0.13545913,-0.13290961,0.2567501,-0.1280221
attn_2_0_outputs,_,0.086401105,-0.41402686,-0.408206,-0.15519202,-0.84846884,-0.08619731,1.0541172
attn_2_1_outputs,0,0.3292837,-0.3926732,-0.22411619,-0.23806395,-0.48601305,0.25839728,1.0148301
attn_2_1_outputs,1,0.6056955,-0.2260219,-0.04383676,-0.0678246,0.15723436,-0.31583965,-0.6111375
attn_2_1_outputs,10,-0.039507452,0.035231307,0.0077422154,0.16225702,0.4901818,-0.2985308,0.9389749
attn_2_1_outputs,11,0.76197284,0.28909153,0.4329232,0.39755762,0.59857416,0.33041042,-1.3970693
attn_2_1_outputs,12,-0.9044898,0.695764,0.3594951,0.22735623,1.0498006,0.9267732,0.22217026
attn_2_1_outputs,13,-0.13764048,-0.30158782,-1.6985241,-0.31688842,-0.014475267,-0.22635557,2.4589565
attn_2_1_outputs,14,1.331737,-0.113819815,0.83043766,0.08561965,-0.23565795,-0.19589715,-1.6718897
attn_2_1_outputs,15,1.5026325,-0.1654666,0.62455,-0.05716254,-5.099368,0.25210857,0.087909535
attn_2_1_outputs,2,-5.0285673,0.014025134,0.42512715,0.14492273,0.50274056,0.3335052,1.3253298
attn_2_1_outputs,3,1.2975805,-0.41532823,0.80719745,0.24176921,-0.026434457,0.21732634,-1.2619896
attn_2_1_outputs,4,0.8761948,-0.327013,0.1029256,0.24781269,0.40049306,-0.4235219,-0.60730624
attn_2_1_outputs,5,-1.9592462,-0.2551372,-0.20913732,-0.027240556,0.40446123,-0.29979458,3.0704138
attn_2_1_outputs,6,1.285339,-0.15805037,-0.13310058,0.030077202,-0.5388521,-0.008373988,-0.6453593
attn_2_1_outputs,7,0.5105195,-0.22643082,0.03412988,0.16188206,-0.71751755,-0.121620886,-0.6740851
attn_2_1_outputs,8,1.3884401,0.47291058,1.0254786,0.4167498,0.6898267,0.5061133,-2.2325802
attn_2_1_outputs,9,1.3485576,0.73480296,0.83181816,-0.5016693,0.015460674,0.50025755,-0.96499336
attn_2_2_outputs,0,0.15428945,-0.48086578,-0.6739213,-0.3948472,0.20111014,-0.63079286,0.06614034
attn_2_2_outputs,1,0.58718336,-1.2924267,0.022306882,0.15195933,0.16151065,-0.35343096,2.4079337
attn_2_2_outputs,10,-0.014624724,-0.9203318,-0.44025278,0.5773417,-1.1448492,0.44466,1.6013292
attn_2_2_outputs,11,0.0039561377,0.5798786,-0.61338615,0.13000433,-0.015468771,-0.09732537,-0.38312796
attn_2_2_outputs,12,-0.06853203,0.93987566,-0.007243636,0.13502882,-0.13454203,-0.041576494,-1.4134843
attn_2_2_outputs,13,-0.10390396,0.35559893,-0.12696326,0.2748025,0.29027262,-0.11085179,-0.5750149
attn_2_2_outputs,14,0.14786246,-0.15177624,0.27412885,0.16491337,0.34831667,-0.09177906,1.5753428
attn_2_2_outputs,15,-0.4743511,0.582235,-0.35428846,-0.17409371,-0.3170272,-0.29465166,0.38460815
attn_2_2_outputs,2,-1.3980494,0.29478538,-0.17858674,0.02779683,0.2904512,-0.21889655,0.43683574
attn_2_2_outputs,3,-0.0756205,-6.2052326,-0.045171596,-0.14360364,0.12521079,-0.20441791,3.6110559
attn_2_2_outputs,4,-0.5509562,-0.39455956,-0.6234802,-0.48131013,-0.4312572,-0.35387838,1.4573
attn_2_2_outputs,5,-0.5285166,0.7687581,-0.5215286,-0.43848997,-0.38419223,-0.5324449,-1.7208872
attn_2_2_outputs,6,-0.41492718,-0.23479196,0.16989838,-0.054068733,0.11634299,0.49222988,-0.43131316
attn_2_2_outputs,7,-0.013938469,0.7094657,-0.053158727,-0.0098315505,0.16506316,0.062487878,-1.2030025
attn_2_2_outputs,8,-0.34373328,-0.010164806,0.01889856,0.33700845,0.71231997,0.21940379,0.10839031
attn_2_2_outputs,9,0.39655697,0.59702766,0.11043173,0.33556026,0.56330854,0.2849571,-0.9053313
attn_2_3_outputs,0,-0.48162472,0.6162877,0.44587746,-0.34687623,-0.4363733,0.3270607,0.19410737
attn_2_3_outputs,1,-0.9289193,-0.05083581,-0.1339748,-0.5564851,1.1538901,-0.3416236,2.6324935
attn_2_3_outputs,10,-1.6891873,0.05406399,-0.1278948,-0.40799534,0.33068103,0.36894208,2.0985997
attn_2_3_outputs,11,-0.07874052,0.20707253,0.22767232,0.2271145,0.9973516,0.12809242,-2.644211
attn_2_3_outputs,12,1.8773154,-0.63112766,-0.002331637,0.66155493,0.45975938,-1.1781888,-0.5704138
attn_2_3_outputs,13,-0.3925734,-0.5208397,-1.4644563,-0.19973288,0.0008606405,-0.3776321,2.4062958
attn_2_3_outputs,14,0.3850203,0.41817135,0.6545292,0.58125454,1.35799,0.70464236,-3.5263937
attn_2_3_outputs,15,-0.13392583,0.1808553,0.10735836,0.1765813,-6.4147916,0.6019107,1.8962133
attn_2_3_outputs,2,-4.520032,-0.12724823,0.16434366,0.06491772,0.18663742,0.13892438,2.7488077
attn_2_3_outputs,3,0.29337043,0.7263743,1.2306495,-0.38794205,-0.10441369,0.18152528,-1.4527191
attn_2_3_outputs,4,-0.10916116,0.3614633,0.47969666,0.4617427,0.8422643,0.47986308,-0.6683686
attn_2_3_outputs,5,-0.72682065,-0.26576015,-0.38686123,-0.06841637,0.26119104,-0.40614402,3.0817735
attn_2_3_outputs,6,0.47436616,0.5265637,0.91310245,0.6255603,-4.5452633,0.8493807,2.2085328
attn_2_3_outputs,7,0.53378755,0.20080793,0.5686268,0.391356,0.11652472,0.13690878,-0.53651214
attn_2_3_outputs,8,0.70393646,0.48802882,0.793474,0.43159437,0.33232486,0.49026352,-2.6929336
attn_2_3_outputs,9,-0.24088667,0.6328824,-0.27965105,-0.4595336,1.4405978,0.8729815,-3.673402
mlp_0_0_outputs,0,-0.013993493,1.1038721,-0.14785835,0.06209472,-0.009505599,-0.5945499,0.33294392
mlp_0_0_outputs,1,0.35475588,0.108558275,0.25807738,1.0033555,0.5056845,0.25087884,-1.0069073
mlp_0_0_outputs,10,0.42492604,-0.75991076,-0.05693838,0.4095171,0.10757287,0.49057236,-0.15510376
mlp_0_0_outputs,11,-0.63221794,0.49483532,-0.7413282,-0.54674137,-0.2829293,-0.9125035,0.7689119
mlp_0_0_outputs,12,-5.5313835,-10.720858,-6.154067,-8.26985,-4.771968,-5.375922,13.897175
mlp_0_0_outputs,13,0.3031379,0.507513,0.42264467,0.899114,0.622957,0.9260017,-0.37064514
mlp_0_0_outputs,14,-1.5516065,-1.2233697,-0.5888322,-0.35800326,-0.9511671,-1.4826342,6.0595345
mlp_0_0_outputs,15,-0.26461688,0.58892554,-0.18845434,0.39940518,-0.033654634,-0.11907083,0.013876338
mlp_0_0_outputs,2,-0.60177815,-0.0961286,0.43584436,-0.41974375,-0.350879,-1.0017123,1.1724176
mlp_0_0_outputs,3,-0.8421754,-0.9154133,-0.5567644,0.37457964,0.32401082,-0.71961486,-0.61199886
mlp_0_0_outputs,4,1.2979906,0.78180367,0.95401603,0.079682216,0.73783624,1.4490126,-10.060363
mlp_0_0_outputs,5,-0.0808117,-0.39797175,0.22283246,0.58064085,0.77447367,0.09654446,0.4144233
mlp_0_0_outputs,6,-0.16625462,1.0702434,0.4192787,0.38122225,0.08513619,-0.61702675,-0.3996848
mlp_0_0_outputs,7,-0.1791544,-0.10755205,0.2540132,0.6865988,0.7105431,0.34550303,-0.49808717
mlp_0_0_outputs,8,0.007909332,-0.3512623,-0.42839774,-0.5421161,0.020930517,-0.69216895,0.5600296
mlp_0_0_outputs,9,-0.02099276,-0.3930099,0.39477462,0.7101059,0.59000427,0.2566774,0.2593564
mlp_0_1_outputs,0,-1.0977701,2.0492966,1.2238888,1.2806321,-0.2671272,1.025717,-5.568982
mlp_0_1_outputs,1,0.71805346,0.332411,0.56826127,0.09540157,-0.93193877,0.7766726,-0.3218824
mlp_0_1_outputs,10,-1.1650273,-0.9479085,-0.311036,-0.32195386,-0.62787515,-1.099641,2.7821531
mlp_0_1_outputs,11,-1.45096,0.46304104,0.15637642,-0.44248554,0.87658244,0.84262204,-0.39822596
mlp_0_1_outputs,12,-0.37062028,-0.83486575,-0.46545666,0.1543605,0.2984896,-1.6274493,0.49627072
mlp_0_1_outputs,13,-0.13594052,0.45131359,-0.7720677,0.6571237,0.8293795,0.5758253,0.03358795
mlp_0_1_outputs,14,0.7787184,0.48653483,0.5400287,0.04215261,1.3931113,0.47034216,0.18973087
mlp_0_1_outputs,15,0.9255525,0.8030808,0.58586985,-0.2686041,0.36326274,-0.15177168,-0.60304695
mlp_0_1_outputs,2,1.2022115,-1.0079248,-0.6716262,-1.1105585,-1.090903,-0.60166067,2.0009096
mlp_0_1_outputs,3,0.10384352,0.20706573,0.16794617,0.48344794,1.2040101,-1.3964038,-0.14695348
mlp_0_1_outputs,4,0.7228471,-0.483299,0.27980232,0.36513925,0.31320706,-0.102572314,-1.4866549
mlp_0_1_outputs,5,0.5180066,0.5933576,0.72671604,0.18790035,0.9299946,0.5457588,-1.8166786
mlp_0_1_outputs,6,0.42375836,0.09053087,0.1644047,-0.48323476,-0.30532038,0.708736,-0.038819473
mlp_0_1_outputs,7,0.28664872,0.053959288,0.15240224,-0.32022783,0.030686416,0.24151513,0.8257141
mlp_0_1_outputs,8,-0.3472926,-0.1303923,-0.020813346,-0.64402,0.37336856,0.033596847,-0.49767697
mlp_0_1_outputs,9,-1.3351607,1.4114777,1.280941,-0.73249793,-0.6574227,1.3317841,0.1551638
mlp_1_0_outputs,0,-0.069328204,-0.21658352,-0.07019986,0.22571671,-0.00692657,0.057676822,0.25857624
mlp_1_0_outputs,1,-0.51151294,0.19401805,-0.69683015,0.08724715,0.30851588,-0.3207068,0.39650816
mlp_1_0_outputs,10,-0.40643305,-0.0959025,-0.28447443,0.09430279,0.13852492,0.2007657,0.23532641
mlp_1_0_outputs,11,-0.11416116,0.34290183,-0.22956412,0.419208,0.15726589,0.0025350673,0.15002981
mlp_1_0_outputs,12,-0.0408658,-0.05486734,-0.23646173,-0.0036676992,-0.13944651,0.051383603,0.2393406
mlp_1_0_outputs,13,-0.0567608,0.19419397,-0.31306627,-0.25900173,0.33045176,0.106681496,1.1782755
mlp_1_0_outputs,14,0.12567663,0.044383384,-0.10557972,0.46617278,0.025016267,0.0005758883,0.42080516
mlp_1_0_outputs,15,-0.092319414,0.22695488,-0.3689292,0.15919322,-0.025440339,0.17488113,0.38455832
mlp_1_0_outputs,2,0.003888452,0.21121725,-0.048144236,0.19262521,0.16888602,0.069835335,0.34244996
mlp_1_0_outputs,3,0.3659881,0.3859188,-0.39213172,0.30592966,-0.027704973,-0.13399675,0.49258697
mlp_1_0_outputs,4,-0.28156194,-0.21984552,-0.20643164,0.052520767,-0.1313977,-0.14492297,0.04240514
mlp_1_0_outputs,5,-0.16875549,0.21278663,-0.09809761,-0.034620676,0.09141356,0.07602731,0.34946796
mlp_1_0_outputs,6,-0.027115852,0.083771005,-0.2763091,0.09534427,-0.017172432,-0.052179188,0.1828037
mlp_1_0_outputs,7,0.26275826,0.3069492,-0.094330765,0.07570549,0.10085925,0.3474628,0.28868055
mlp_1_0_outputs,8,-0.46305725,-0.16415279,0.3339925,0.41302955,-0.1763498,0.14005007,0.6016021
