feature,value,0,1,2,3,4
attn_1_3_outputs,<pad>,-0.08786828,0.34689122,0.3743438,0.2036276,0.04196969
attn_1_3_outputs,<s>,-0.5865496,-0.08093558,1.0197412,0.5368188,-0.35131058
attn_2_0_outputs,0,-6.404271,3.213514,3.7119424,3.6321664,2.465991
attn_2_0_outputs,1,1.3457497,-6.91716,2.117783,3.216933,2.2687566
attn_2_0_outputs,2,1.7306777,1.9339283,-6.4193964,2.4106104,1.2669448
attn_2_0_outputs,3,1.3426539,4.61214,2.2282271,-6.918863,2.1501
attn_2_0_outputs,4,1.4316176,2.9336243,3.1591465,1.782481,-7.2788053
attn_2_0_outputs,</s>,0.1130622,0.17945175,-0.29610068,-0.18893324,0.092504
attn_2_0_outputs,<pad>,0.07159574,-0.3103722,0.110794805,-0.79871124,-0.7539021
attn_2_0_outputs,<s>,0.7954956,-0.26322004,-0.07522555,0.038551275,-0.50479794
attn_2_1_outputs,0,6.998647,-3.457301,-4.5451207,-1.8305441,-1.8368263
attn_2_1_outputs,1,-0.40058747,6.4474087,-1.4574099,-2.18984,-1.7002127
attn_2_1_outputs,2,-1.9955103,-2.4883533,7.227968,-2.8376138,-1.9176865
attn_2_1_outputs,3,-1.350527,-2.7862217,-2.4625497,6.6744094,-1.3645524
attn_2_1_outputs,4,-3.3767576,-0.8977402,-2.9630077,-0.49530327,5.3836374
attn_2_1_outputs,</s>,0.20378506,-0.5800168,-1.106855,0.19926731,-0.06131589
attn_2_1_outputs,<pad>,-0.43978697,-0.21296938,-0.22513205,0.6500348,0.30841365
attn_2_1_outputs,<s>,-0.547537,0.8714378,0.33708888,-2.0015378,1.5639987
attn_2_2_outputs,0,4.7300496,-2.609322,-3.414926,-2.652299,-1.7123688
attn_2_2_outputs,1,-1.0747069,4.541831,-1.8588012,-1.2684554,-0.17224875
attn_2_2_outputs,2,-1.5746042,-1.28898,4.3767176,-1.0493795,-2.8320768
attn_2_2_outputs,3,-2.344087,-1.2606856,-0.91734046,5.6075225,-2.2346644
attn_2_2_outputs,4,-2.6133668,-0.18721344,-1.6325711,-1.149275,3.6483755
attn_2_2_outputs,</s>,1.2496438,-0.41678748,0.087676175,-0.6057794,-0.044405453
attn_2_2_outputs,<pad>,-0.15122709,-0.2583006,0.39665553,0.003170321,-0.016708078
attn_2_2_outputs,<s>,-0.7736017,-0.43213943,0.18013555,-0.09826307,0.057805218
attn_2_3_outputs,0,-2.7729218,1.4200424,1.4600606,0.34230572,0.84415036
attn_2_3_outputs,1,0.4400618,-1.756905,1.4549123,1.019148,0.4850436
attn_2_3_outputs,2,0.9549057,1.2824273,-2.0410612,0.9188365,1.6863561
attn_2_3_outputs,3,-0.091469035,1.2047702,1.370021,-0.89607966,-0.51357347
attn_2_3_outputs,4,0.466892,0.8118219,0.28800988,1.3429086,-3.2995336
attn_2_3_outputs,</s>,0.24129342,-0.86307657,0.1745238,-2.054632,2.8129969
attn_2_3_outputs,<pad>,-0.11414052,0.05034334,0.09903593,0.10165983,0.5136056
attn_2_3_outputs,<s>,0.4432127,0.15918905,0.12439812,0.3750773,-0.17403647
mlp_0_0_outputs,0,-5.1317487,-6.70734,6.037307,4.5852356,4.0092926
mlp_0_0_outputs,1,-0.257455,0.35274887,0.24112554,-0.42148477,0.024651978
mlp_0_0_outputs,2,-1.8256108,4.1555786,-1.9008249,1.3808151,-1.2630675
mlp_0_0_outputs,3,4.6051683,-1.8804812,3.9409556,-5.850926,-0.88602555
mlp_0_0_outputs,4,1.0506113,-3.9949007,0.13467729,0.70601964,-0.3138636
mlp_0_0_outputs,5,0.5380068,-0.7315861,-1.4061457,1.1938375,-1.1255091
mlp_0_0_outputs,6,-0.14030905,2.8830237,-2.683621,-0.16997392,0.47404832
mlp_0_0_outputs,7,0.3876715,-0.08891349,0.8728597,1.0125917,0.11347792
mlp_1_0_outputs,0,2.3266206,-6.2295556,-4.0005665,2.3041046,0.21257897
mlp_1_0_outputs,1,-0.4556595,-0.805607,-1.6509348,1.7824169,1.501474
mlp_1_0_outputs,2,-5.792818,9.575128,3.5130193,-7.9973984,5.002579
mlp_1_0_outputs,3,-1.2260249,0.9880918,-2.378248,2.0664575,1.2702942
mlp_1_0_outputs,4,4.1306114,1.7542486,5.0177255,-0.94854623,-13.307635
mlp_1_0_outputs,5,-0.06441002,0.36633462,0.41651008,0.1121977,-0.19381374
mlp_1_0_outputs,6,0.28442925,0.3170138,1.0178398,-0.13551465,0.05566804
mlp_1_0_outputs,7,-0.30202946,0.3719944,0.7272587,0.13975187,-0.37298957
mlp_2_0_outputs,0,0.45908874,-0.01754609,0.97707564,-0.9511417,0.5083081
mlp_2_0_outputs,1,0.18382199,-0.19358855,0.4822291,-0.80399686,-0.1716763
mlp_2_0_outputs,2,1.5142181,-0.02708238,-0.86326504,0.48660412,-0.061133042
mlp_2_0_outputs,3,-1.4314252,0.31027403,1.2170343,-0.10667357,0.94278526
mlp_2_0_outputs,4,-0.0568396,-0.4547981,1.945643,-1.6712406,0.698788
mlp_2_0_outputs,5,0.47281817,-0.15489303,0.5081915,-0.3702506,0.28318653
mlp_2_0_outputs,6,0.30037868,0.22154446,0.37623194,0.10769829,0.31810036
mlp_2_0_outputs,7,0.1804857,0.27696744,-0.5805316,1.504735,-0.4786584
num_attn_0_0_outputs,_,0.8465965,2.0133536,-2.2380738,-1.4228604,1.0347323
num_attn_0_1_outputs,_,-0.8386918,-0.38922623,-2.324954,0.07236001,1.3036776
num_attn_0_2_outputs,_,-0.117477916,-2.304579,1.9196264,-1.8928717,-0.46572107
num_attn_0_3_outputs,_,0.28793186,-1.0810422,-1.1591295,0.8848445,0.37602443
num_attn_1_0_outputs,_,0.67058,-0.86042327,-1.924298,-1.2025291,3.5931141
num_attn_1_1_outputs,_,-1.2113587,0.8658644,0.23557991,-0.5923407,0.55709636
num_attn_1_2_outputs,_,0.9216758,0.9326565,-4.265963,0.8197906,1.7644495
num_attn_1_3_outputs,_,2.0054622,-1.7789265,-0.87892455,-2.7376547,2.2104425
num_attn_2_0_outputs,_,-1.8372577,0.24842429,-1.3088604,0.64833593,1.3509363
num_attn_2_1_outputs,_,-0.108283974,-1.7611748,3.154574,3.5453818,0.70397145
num_attn_2_2_outputs,_,3.0538957,-1.0975236,2.4850554,-1.7636111,-0.890746
num_attn_2_3_outputs,_,0.43507352,4.196319,3.1197977,-2.9802363,-0.2592518
num_mlp_0_0_outputs,0,-0.64667314,0.17904095,0.39200422,-0.0028258313,-0.37290496
num_mlp_0_0_outputs,1,0.2116071,-0.017157368,0.9101409,0.45278645,0.056753635
num_mlp_0_0_outputs,2,0.061665036,0.41990674,0.6671413,0.40301383,0.24431042
num_mlp_0_0_outputs,3,-0.4006326,-0.4738044,-0.11009932,-0.14682105,-0.36005288
num_mlp_0_0_outputs,4,0.4470174,-0.936997,-1.4516735,0.07075252,-0.16868772
num_mlp_0_0_outputs,5,-0.5206594,-0.38733086,0.040900033,-0.473343,-0.33152476
num_mlp_0_0_outputs,6,-0.22264968,0.5538271,0.2416182,-0.031259954,-0.3844373
num_mlp_0_0_outputs,7,-0.1432738,-0.064719036,0.12572391,-0.20695664,0.2349148
num_mlp_1_0_outputs,0,0.23161256,-0.17896621,1.3701653,0.027287895,-1.3479851
num_mlp_1_0_outputs,1,-0.29446986,-0.47882456,0.77442497,0.34317648,-0.5066082
num_mlp_1_0_outputs,2,-0.37243122,0.5159971,-2.766263,0.03633871,2.1990325
num_mlp_1_0_outputs,3,-0.2770934,-0.053324725,0.62508935,0.08229346,-1.4606029
num_mlp_1_0_outputs,4,0.47045127,0.05848788,1.1008859,0.31856912,-0.87950534
num_mlp_1_0_outputs,5,0.03743611,-0.21205485,0.7981379,0.031759117,-0.23362987
num_mlp_1_0_outputs,6,-0.120329894,0.09074645,1.4699514,-0.08971425,-1.3956728
num_mlp_1_0_outputs,7,0.41638732,0.2154947,1.4405341,0.6774053,-0.46320668
num_mlp_2_0_outputs,0,0.22702669,0.38019413,0.5690051,0.97963583,0.35750404
num_mlp_2_0_outputs,1,-0.8008013,0.08042168,-0.41324988,-0.26802236,-0.3302354
num_mlp_2_0_outputs,2,-0.64541245,-0.080827184,-0.18740739,-0.22994758,-0.24330296
num_mlp_2_0_outputs,3,0.037600122,0.50564003,-0.23816861,0.11780354,0.2502989
num_mlp_2_0_outputs,4,-0.012841126,0.39657962,-0.119696006,0.11229075,-0.10252234
num_mlp_2_0_outputs,5,-0.7187831,-0.115768135,-0.15021832,0.22964966,-0.20723926
num_mlp_2_0_outputs,6,-0.22354771,0.23253189,0.22618711,-0.14161181,-0.4494641
num_mlp_2_0_outputs,7,-0.43640983,0.28443414,-0.12486136,-0.008818966,0.2645296
ones,_,0.55620617,-0.5459692,0.11906973,0.0029487282,-0.60756934
positions,0,0.48431224,-0.07508403,-0.15782595,0.08621112,-0.2329988
positions,1,-1.0866297,0.20545797,0.020345941,0.27752703,-0.0058798143
positions,2,-0.1897344,-0.6670251,0.017169373,-0.7351196,2.036752
positions,3,-0.20501482,0.57732826,1.1450588,1.1435491,-1.1068201
positions,4,0.12606427,0.026706036,-0.29324046,0.31004795,0.5862827
positions,5,-0.7492487,0.8921466,-1.4819856,0.54742503,0.501571
positions,6,-0.6667614,1.901696,1.1710435,0.22811733,-1.1982802
positions,7,0.51935697,0.3317305,-0.9227535,0.20672892,-0.5248978
tokens,0,-0.47813687,0.12706348,-0.04924151,0.548112,0.14897579
tokens,1,-0.30380446,0.8807152,-0.2979864,0.1732994,-0.020828225
tokens,2,-0.21944927,0.18884198,0.6118489,0.252533,-1.4074645
tokens,3,-0.19298886,0.11001143,-0.3632103,0.2215297,-0.3719192
tokens,4,-0.076143056,0.31109792,-0.25140736,-0.4576611,0.7776612
tokens,</s>,0.24346647,0.7005277,0.22031198,-0.29249498,-0.07512681
tokens,<pad>,0.11568012,-0.57711613,0.19756645,-0.48424596,0.09319665
tokens,<s>,-0.5352298,0.28023535,0.11314476,0.25227708,0.2986933
